Comment,Number
"pendant que yennefer appelle au Djin , Geralt fait le vœux que Yennefer soit éperdument amoureuse de Geralt . On l'apprend dans le jeu sur une ile quand il discute du sort que Geralt a lancer a Yennefer",3
On peut voir ça sur Netflix ?,3
La VF est toujours aussi degeu,3
"C'était vraiment cool. J'espère qu'on en aura d'autres ! J'avais laissé tomber à l'episode 7 ou 8, du coup c'est parfait pour moi !",5
"Beaucoup de rumeurs courent sur les sorceleurs, dont celle que leurs mutations leur retirent les émotions. C'est faux mais les sorceleurs préfèrent laisser ce genre de rumeurs, ça leur permet d'avoir moins d'employeurs qui cherchent à négocier avec eux leurs prix, donc ils jouent là-dessus ^^",3
"Pareil quand Geralt parle du ""code des sorceleurs"": ça n'existe pas mais ça lui permet de refuser certaines missions en disant qu'elles sont contraires au code.",3
En gros les sorceleurs utilisent les clichés sur eux à leur avantage ^^,3
A quand la saison 2 ??,3
Superbe vidéo 😉,5
"Ce serait cool de calmer le jeu du dégueu pour les hémétophobes, j'avoue que j'ai du mal à comprendre l'humour là dedans....",3
J'espère que le souillage de la saison 2 viendra dans un futur pas trop lointain !!!,3
Pourquoi tout le monde parle de Geralt alors que le best perso c'est clairement Jaskier,1
Quel super épisode mais quelle serie de merde,3
Petit porcelet mdr mon cher,3
Le cousin de dieudone 🤣,5
Triste que la série soit totalement un échec pour ceux qu'y ont lus les livres (pas forcément tous) mais personnellement j'ai détesté la série...,1
Maintenant que tu t attaque au série,5
Il serai très cool de voire la version souillé de CAOS (chilling aventure of Sabrina),5
"Une très belle série, très bien scénariser et scénographier",5
''J'ai des hauts j'ai des bas'' des gaz aussi ?,2
Pardon,1
Enfant surprise en Allemagne c'est pas kinder surprise ???,1
8:00 Un moulin en colère ?,1
Bordel tu m'as tué avec Yen 😂,1
"Très bonne vidéo mais je tiens à préciser que netflix n'a pas du tout respecté l'œuvre originale avec la présence de Jaskier à Cintra qui n'est pas le cas dans les livres, la présence de Triss pendant la partie avec la strige qui n'est pas me cas encore une fois dans les livres. On ajoute à cela le comportement de Geralt  qui est loin d'être aussi agressif,il n'a jamais eu de problème pour dormir il pêche le djin par hasard poussé par la faim. Il n'y avait pas une armée de gens à poils avec le mage lors de la partie avec la fille de l'éclipse mais une seul,il n'y avait pas d'orgie lors de la rencontre avec yennefer et à aucun moment yennefer ne c'est énervé pour le voeux étant donné qu'elle était au courant....",3
"Et ça ce n'est que pour les grandes lignes,voyez vous le problème avec l'adaptation...",3
Incroyable.,5
C'est la dixième fois que je la mate elle me fait toujours autant marrer.,1
Trop quali.,2
"Tu es vraiment dans le top tier des best youtuber avec le JDG, Benzaie, Chronik Fiction, Nexus VI, Le Fossoyeur et Notserious j'ai envie de dire 😁👍💪💪💪",5
Pas lu le livre...,1
Pas joué le jeu...,1
Tu ose faire une vidéo sûr Witcher...🤷‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,3
J’ai le même verre 11:40,1
"《Moins que la moitié d'un porc, c'est chaud quand-même 》🤣🤣🤣",2
j'ai pas compris...,2
TwT,5
je le jure que personne sur internet m'arrache encore des rires seul derrière mon écran. Toi ça clique à chaque fois. Nan vraiment t'es trop fort AFOU,1
"Oufti, j'suis contente de pas avoir entamé la série, je m'y serais perdue...merci pour le résumé et les rires!",5
"PS : Mon utérus contre un embellissement, ou n'importe quoi dont j'ai envie, j'achète !!! Enfin, je donne xD",5
Excellent épisode je me suis régalé,5
Mais merde rien qu'en revoyant les extraits dans ta vidéo ça me file la gerbe de voir comment Netflix a massacrer ce chef d'œuvre,1
J'ai même pas regardé la 2ème saison,2
j attend pour la S2 chef mdr,3
Le chef d'équipe de Jéralt c'est un remake de la chute de Gandalf ou quoi ?,4
"J’ai rien compris, mais j’ai rigolé…",3
pourquoi il ressemble étrangement a sheshounet hahaha,1
"Je me tape encore la COVID et je mate MSF, c'est le meilleur des médocs.",5
"pour ceux qui veulent savoir, le 3eme voeux de Geralt (que l'on entend pas dans la serie, et dans les bouquins) etais que Geralt souhaitait mourir aux côtés de Yennefer. Puisqu'un djinn ne peut pas tuer son propre maître, ce souhait fournirait une belle échappatoire qui sauverait la vie de Yennefer et garantirait également que les vies de Geralt et Yennefer soit liées jusqu'à la fin.",3
"j'ai rien compris , et tu ne m'as pas aidé -_- ...",1
JADORE😭😭 tu m’as fait comprendre des choses de la série que je n’avais pas compris quand je la regardais💀 franchement beau travail!!!,5
Quand tu veux,5
j'ai rien pigé,1
Sa donne envie de rejouer à the witcher 3  😍,4
"Alors, normalement j'adore ce que tu fait, a chaque fois tu travaille bien ton sujet pour bien retourner le bail mais la j'ai du mal... tu aurai du t'informer plus sur les personnage dans les jeux au moin ca parce que la ta pas l'air de connaître tout ce qui faut pour les parodié, c'est même gênant un peux mais bon",3
même au bout de 50 fois le ''party porcinet'' 5:40 est juste épique,1
Tu y vas pas de mains mortes.🤣🤣👍 mdr. Oooh...encore une belle souillures. Merci 🤣🙏,1
"Ils sont fous ces Gaulois,,,",1
"Yenefer n’est pas infertile, elle est stérile.",1
"""Le marchand de sable"" 😆",4
"Sans conteste mon MSF préféré, qui m'a en prime rendu fan de l'univers (depuis j'ai fini le jeu et acheté la moitié des livres, c'est dire !), j'ai tellement hâte qu'il y ait celui de la saison 2",5
vivement la saison 2 !,5
14:45,1
"le cadavre en slip devant le mur avec écrit ""La souille"" dessus, c'est parfait mdrrr",5
Qu'en est il de la saison 2?,3
On attends la saison 2 !,5
14:40 😂😂,1
le marchand de sable 🤣🤣😆😂 hahaha j'ai honte d'avoir rigoler à cette blague comprenez-moi je m'en excuse,1
le marchand de sable 🤣🤣😆😂 hahaha,5
Dans le livre normalement l'histoire de Yennefer c'est au même moment que les autres,3
Tu devrais lire les livres vraiment,5
Ça va être drôle quand Mat va devoir se faire game of thrones,2
Je suis le 100 millième pousse bleu mdr,1
"tu m'as perdu, j'ai rien compris xd",1
J'adore car quand tu joues un personnage testostéroné (américain).. ils font toujours très beauf 🤣🤣🤣👍,5
"15:18, Fuyez pauvre fou.... c'est pas le Seigneur des Anneaux ça ?",1
"- "" quelque chose se prépare...""",3
"- ""ben... plusieurs enterrements, notamment...""",3
🤣🤣🤣🤣🤣🤣🤣🤡🤡🦾👍,5
"Coucou Math, je t es découvert y a peu de temps et j adore, j ai pas eu le temps de tous visionner mais celle si c est ma préférée, elle excellente et je rigole a chaque fois que je la vois c est tellement ça la série incompréhensible 😁 bref ! T es trop marrant et je kiffe 💕ce que tu fait...👍😉",5
"Un ""Old school"" Rambo ll ... C'est possibeulllll ! 🙏🙏🙏",1
POOOOOULE!,1
"Comme il y a trois perso, ça aurait pu être drôle de faire une transition à la GTA V pour le changement de personnage😂",3
Au la vanne sur les mec empaler ma tuer de rire mdr,1
"Smallville saison 1, il y a des pépites dedans !",5
OU HABITES TU ESPECE DE PIA D'MES COUILLES HISTOIRE QU'ON SE FASSE UN FILM ICI,5
Yavait sonper quand c'était un poux jppp 🤣🤣🤣🤣,1
☕☕😎✨,5
Super vidéo me tarde le résumé de la saison 2 😂,5
"Super format, je ne pensais pas que ça se prêterai à une série, mais vraiment beau travail !",5
"Pour moi ça appartient aux navets sur lesquels on à mit un budget. C'est vraiment dommage car l'univers permet de faire une pépite, les acteurs aussi .. j'ai aimé regarder la série attention, mais objectivement elle n'est pas bonne.",4
"Incohérences scénaristiques, 1 faux raccord par plan ou presque, au moins 1/5ème des plans tournés qui n'ont aucun autre impact que de rallonger la série, énormément de choses qui ne sont pas expliquées dans la saison une.",1
Au final nous avons un nom pour ça : le fan service.,5
et le fucking episode XXL de la saison 2 alors ??? ^^,1
Oh bordel !!!,1
"Découvert et abonné il y a peu , j'adhère totalement !!!!!",5
trop bien,5
<3,3
Quand vas-tu faire la saison 2 ?,3
A quand la saison 2 !,5
"Salut, alors je me suis abonnée en 2015, j'attend toujours mes chocolats ;)",5
"Incroyable bordel, un monstre mais The Witcher un bordel monstre",1
J'ai regardé cette vidéo le jour même de sa sortie. Et une bonne dizaine de fois supplémentaire depuis,5
"Le mois dernier, je me suis enfin décidé à regarder la série parce que ce MSF donnait trop envie. Et grâce à lui, j'ai absolument pas été perdu pour les timelines, j'ai tout pigé et su voir tous les indices ! Et en prime, je suis devenu méga fan, merci Math !",4
"Pour Yennefer, le ""je suis à poil dans chaque épisode"" , tu peux l'étendre à ""je suis à poil dans chaque bouquin"" et ""je suis à poil dans chaque jeu"" 😂",3
Explosé quand t’as fait la fusion Dr Strange x Lenny Kravitz 😂😂,1
Vidéo de fou merci !,5
Doigt surprise avk la voix de rick mdr,3
J'adore the witcher mais il on louper le  medaillon,3
Je martèle le gros pouce 😁,1
Geralg avec un ..quoi un gheu😂,1
Math meilleur showrunner et maquilleur que ceux de la série0,5
👍,5
Que j'ai regarder sur Netflix et lut les 2 premiers livres.,5
"j'ai  regarder la série grace a ta vidéo (qui est excellente d'ailleurs) et j'ai trouver la série géniale, j'ai compris malgès les timeline seulement grace a toi meme si j'ai eu du mal a comprendre que ciri est dans le présent, géralt bah tout le temp mais on vois sont point de vue d'une autre temporatlité 3 épisode apres et yenefer encore plus dans le passer que geralt ;)",4
Genial! Allé saison 2 maintenant :P,5
"AAAAAAH! Si j'avais vu ça j'me serais sauvé bien du temps. Tiens, je vais attendre que la saison 3 paraisse, que tu la commente et après, je vais voir si je la regarde. Ouais, on fait comme ça.",1
En attente de la s2,4
"Et en passant, j'adore ta vidéo!!!!",5
javais pas entendu la VF jusqu'a ta vidéo Math.... OSKOUR la VF hahahaha,1
Voilà Math un épisode MSF des plus satisfaisant comme tu dis. Et bien je n’avais jamais vu un seul épisode de The Witcher. Grâce à toi tu m’as donné bien envie de voir ça et du coup et bien c’est au top (merci aussi grâce à toi c’est moins confus au niveau de la Time Line),5
"Excellente vidéo comme toujours !! J'ai adoré !! Et surtout, elle m'a conforté dans mon idée de ne pas regarder la série mdr!! J'adore les jeux, et je veux garder en tête que ça ahaha !! Bon courage avec la saison 2 !",5
Vivement la saison 2 😁,5
"Berçant mon enfant de quelques mois, je n’ai pu m’empêcher de pouffer si fort qu’elle en a perdu sa tétine. Achievement unlocked Math",5
Superbe vidéo ! Hâte de voir la SAISON 2… 😉,5
"J""ai vue la série avec la saison 2",5
Vive la Normandie 😂😂 génial la vidéo j’aime toujours autant,5
"Tu peux faire la serie FLASH,  STP.",5
Çsrrait vraiment geniale,5
Vite vite que tu fasses la saison 2. J'ai toujours rien compris à où il se trouve et comment il fait pour passer de neige a forêt si vite,5
"Première fois que je commente, j'aime tes vidéos MATH. Je ne sais pas comment tu fais, mais c'est toujours cool. Thanks",5
Bon ben ..... saison 2 .... on attend ton episode XXL et j'espère que tu es conquis par l'univers de the witcher 😉,4
je me dit être fier d'être belge quand je vois ton travail de ouf,3
Courage Math et t'est un de mes best youtuber 😍🥰😂,5
Trop bien part contre la voix de Yennefer en VF elle pique les oreilles hein 🙉😭,3
Mdr excellent j'espère voir vos nouvelles vidéos tu assure💪💪💪👍,5
Je veux que tu fasce une vidéo sur les seven deadly sins stp math,4
Je suis littéralement le perso que tu joue avec le bonnet,1
""" hey frère j'ai rien compris "" 😂",5
"Est-ce qu'on pourrait avoir un MSS sur Brooklyn nine nine , Math ?? 🥺❤❤",3
ton titre résume plutot bien la série😂,4
"8:38 y manque clairement un ""c'est le norddddd"" a cet inceste 😂😂",1
Ah et a 11:45 cet homme est aussi la flamme blanche ou va le devenir 😂😂,5
Donc la reine meurt trois fois ? C'est un phénix ?,1
Fait la saison 2 stp,5
"Mdrrrrr jaskier mon épée , jaskier la ferme !!! Pauvre jaskier 🤣🤣🤣🤣",5
Cette vidéo est juste géniale ! jai bien rigolé merci ! il est temps pour moi d'aller zieuter la saison 2,5
Je n'ai pas encore regardé The Witcher. Beaucoup de fans disent qu'ils sont déçus par rapport aux livres. Je regarde d'abord puis je lis ou l'inverse ?,3
"super ""MSF"" comme toujours.",5
tu peux  faire teen wolf pls,5
"Quand je pense que je me suis retenu de ""mather"" cet épisode pensant que ça spoilait la saison 2 alors que pas du tout ! C'est juste un parfait résumé de la saison 1 et drôle comme y faut.",1
"Bon juste, la VF est horrible, c'est limite scandaleux, Yennefer a une voix de pouf et Jaskier de puceau, c'est chaud à ce niveau quand même, ça me conforte dans mon choix !",3
"n'ayant pas lu les livres ni joué aux jeux, j'ai très bien compris la série  et j'en suis  même devenu accros . Quand j'al  vu cette vidéo  ça m'a beaucoup fait rire, c'est très drôle donc respect mdr",5
Te voir souiller GOT ce serait tout bonnement l'extase,5
Ptdrr j’aime beaucoup comment ils chie sur la beauté de leurs perso,5
"J'ai pas lu les livres, pas joué au jeu, pas vu la série, bon, on m'en a parlé du lore qd même, et qu'est-ce que j'ai ri avec ta vidéo !",1
Tu m'aurais presque envie de regarder combien c'est le bazar xD,3
"Sinon, dans le genre ""drôle"" à parodier : la servante écarlate. La série a un ton grave (heureusement vu le propos terrible), mais je pense que tu m'aurais en faire qq chose de très fun ;p",3
"Merci, j'avais laché au troisième épisode mais des collègues m'assurent que la saison 2 est géniale, il faut seulement se farcir la première.  Je viens de gagner 7h grâce à toi et j'ai rit une deuxième fois au passage. Parfait.",5
Tu me fais bien rire 😂 merci de nous détendre. Ça nous permet de s'aérer l'esprit dans les moments difficiles,5
"Fun fact, l'oeuf que geralt doit protéger est en fait Saskia, un personnage que l'on retrouve dans the Witcher 2 l'assassin des rois",4
"Incroyable ! Super boulot Math, que du bonheur !",5
Grâce à toi j'ai eu un petit aperçu de la VF qui est quand même très drôle 😂,3
"La saison 2 est encore mieux, j'attends son souillage de pied ferme ! 🙃",3
"Heureusement que Math est là, j'avais rien compris à cette saison. Que j'ai d'ailleurs pas encore terminé tellement ca m'a saoulé.. xD",3
Fais gaffe papi🤣,4
Je découvre la chaine /bravo !,5
Quel cadeau cet épisode!!! Trop drôle!,5
Le passage avec le marchand de sables m'a tué XD,1
J’ai l’impression d’être le seul à avoir compris la série,5
Yennefer est moche dans la série 🤣,3
Haha tres drole ton pere jadore 🤣🤣🤣le desert cetait epic !!! 🤣🤣🤣,5
Épisode incroyable !!!,5
Yes,5
"Allez, génial ! J’ai regardé la saison 1 et 2 ! 🤣",5
"C'est vraiment un super format les séries aussi, faut surtout pas hésiter à continuer hein ^^",5
"hello petite précision sur Ciri, elle n'est pas la fille de Geralt.",3
"Maaaaaaaaaaaaatttthhhhhhh !!!!!!¡¡¡¡¡!;;!!!!je t'aime, je pense à toi tout les soirs d'une manière plutôt étrange😉😉si tu vois ce que je veux dire......allez bzou bzou où tu sais🐱‍👤🐱‍👤",1
"Vivement le ""msf"" sur la saison 2",5
Grand coeur sur toi!🤩🤗 J'adore la série et la voir en dehors du contexe avec ton humour ma refait 2 journées,5
Continue comme ça vraiment!,5
wtf la vf est vraiment horrible,1
"ah! math, tu es tellement amusant... tu devrais être remboursé par la sécurité sociale",5
Incroyable bordel,1
"Math tu penses pouvoir faire la série Arcane, je me dis que à partir du moment où t'arrive à faire rire sur le film la ligne verte tu peux rendre cette série moins triste",3
« Y’avait sonneper quand c’était un poux »😭😭😭,1
ou sont les souillé???,1
"14:42 ""À faibli"" ? Il n'y aurait pas un problème de grammaire ? 😅",1
ça me rassure je croyais que je devenais débile en regardant cette série !!,5
I guess Im not the only one,3
super vidéo comme d'hab,5
Après avoir re regarder la saison 2 je le suis rendue compte que les infos des temporalité sont présente dans les premier épisode 😂,4
"Super vidéo ! Mais juste pour que je me la frime, sur le coup de point américain de Gérald, c'est 4 loups, symbole de l'école de sorceleur de Gérald, pas des sangliers comme je le pensais moi aussi au début ^^",5
"J'ai adoré ta vidéo ! Je n'ai pas vu le temps passer, j'aime bien les formats longs !",5
J'ai rien capté à la temporalité avant l'épisode 6 ou 7 🤣 c'était pas simple à suivre et à comprendre !,2
"Bref tu as fait une super vidéo, vivement la prochaine Come ça !",5
pas hyper sympa de se moquer des bossus ou de lu physique des gens,2
Les voix fr... c'est chaud...,2
"je viens de regarder la saison deux , le moment ou un mec garde un bateaux et que le barde lui chante une chanson , le garde lui dit que dans une de ces musique , le texte est trop compliqué , qu'on comprend qu'au 4eme couplet qu'il y a plusieurs timeline .... coïncidence ?",2
Merci grâce à toi j ai enfin compris l histoire ps : je ne savais pas du tout que ça se passait a des époques différentes 😃,5
J’ai rien compris,5
"mec super boulot franchement superbe ! Je t'encourage vivement à jouer au Witcher III, tu vas kiffer si tu aimes la série et franchement, c'est du lourd !",5
"Bravo pour la vidéo, hâte de voir la suite !",5
J'ai rien compris😂😭😭😭,1
merci tu m'as aidé à comprendre des trucs de la série mdrr,5
épisode génial,5
Mdr,3
L’une des meilleures série je vous la conseille vraiment 😄 sinon super vidéo 🍾,5
Cette vidéo me donne beacoup d'espoir par rapport à d'éventuels résumé d'animés sur cette chaîne incroyable,5
super!!,5
tu pourrais faire la nouvelle série Arcane sur Netflix stp tu le ferais hyper bien parce que tout ce que tu fais c'est génial !!!!!,5
Go la saison 2 !! (qui pour moi est bien meilleure),5
Il y a aussi le film d'animation qui explique le drame de Kaer Moren et l'histoire de Vesemir,4
Superbe vidéo,5
Très bon épisode vraiment merci !,5
Incroyable travail !,5
