Comment,Number
"Salut, super sympa l'analyse... une piste de travail qui pourrait être super intéressante. ""les winamax live session 2017"" avec des pros, des stars de la télé et sportifs professionnels ... bref du on verbal à gogo j'en suis sûr même chez les pros....  Y a 9 sessions d'une cinquantaine de minutes... bref de la matière",5
"double diarrhée verbale en somme toute.....c'est comme si du popo sortait deux fois plus vite de ta télé avec une consistance liquide, explosive et nauséabonde.... débranchez et recyclez vos télés!",1
"2:38 je comprends ta colère envers les moucherons,je vis le même calvère 😂",2
Une analyse sur un débat complet serait vraiment énorme,3
Est ce que tu peux analyser le non verbale de François Legault? Cest le premier ministre du Québec.,3
"Ce placement de produit digne des plus grands, tu l’as vraiment bien amené bravo !",5
"Salut Fabien, as-tu entendu parler de l'affaire Stéphane Bourgoin, je crois qu'il pourrait-être intéressant de faire une analyse verbal sur cet homme.",3
Deux ordures,3
"Fabien, ce serait génial si tu pouvait analyser le langage non verbal de Sandrine Buzin quand elle explique qu'on a plein de masques et que le virus n'est pas dangereux. :)",3
Analyser un pianiste qui joue,4
"Analyse sur l’interview de Redoine Faid stp quand il dit qu’il arrête les braquages, UN MAX DE LIKE POUR QU’IL VOIT",4
"Ce serait une bonne idée Pour une prochaine vidéo d’analyser le non verbal de Sylvain Pierre Durif (alias Oriana, Le Grand Monarque....). Est-ce qu’il est vraiment convaincu par ce qu’il raconte ?",3
Merci beaucoup Fabien Olicard!!! Vidéo très intéressante et pertinente... Le corps parle toujours vrai contrairement à nos mot ;),5
Ce placement de produit😂,5
Bravo pour cette vidéo !!! Votre analyse est extraordinaire.,5
Pourriez-vous faire une vidéo sur chacun d’eux ?,1
Est ce que tu pourrais réaliser une analyse non verbale des discours de Didier raoult lorsqu'il s'exprime sur ses études à propos de la chloroquine?,3
1h30 ?! Pas de soucis on a le temps.,1
"atend atend atend, PAUSE....quand tu explique nord vpn, mais...MAISSS c'est GENIALLL XD",3
"Très bonne analyse comportementale et l'explication de nordvpn est fabuleuse, je voudrais bien une analyse sur le discours d'Édouard Philippe",4
Très très très intéressant. Merci Fabien.,5
Pour jouer a NordVPN il faudrait des plaques de dissimulation.... et un enchanteur. Mais pas Merlin ;-),3
"super 👍 Une analyse de l'intervention du député RN Jean-Luc Schaffhauser dans le reportage Arte ""Guerre de l'info : au coeur de la machine russe"" (à partir de 1h08min36sec). Il a une gestuelle très prononcée et je pense donc qu'il y aurait beaucoup de choses intéressantes à analyser.🤔😉",5
Beaucoup se sont demandés si tu pourrais pas donner ton avis sur qui mens ou pas dans le conflit victoire et karoline ro sur leurs video de leurs conflit. Les abonnés ne savent pas quoi en penser et certains commentaires aurait bien voulu que tu les analyse. Bien sur personne te demande de prendre partie mais face a autant de youtubeur feat qui influence nos vie ce serait cool de voir ce que tu pense de ces videos.,3
En fait c est l’occasion de jouer aux playmobils ... rhhhhhooo,3
Tu es un bon pédagogue et tu sais introduire tes publicitées de manière subtile et digeste,4
"Bien trop courte cette analyse; la suite, la suite",2
Svp et Merci,5
"J'aimerais savoir si dans des films, ou séries tu arrives à faire la distinction entre le jeu d'acteur et l'acteur, et que du coup tu remarques des incohérences, ou des absences. Est-ce que le fait d'apprendre des textes rend les micro expressions non présentes?",3
Merci pour ton travail. Idée : Analyse de K. Mbappé,5
je rêve d'un non verbal de M.Lavoine dans the voice2020 et son attitude tellement surfaite,1
Sa serai bien que tu face le non verbal amoureuse,4
J'ai compris le  principe de Nordvpn merci 😂👍,5
"Contente de savoir que je ne suis pas la seule à danser sur le générique ! XD (non, vraiment...juste avant l'intervention de Loïc, j'avais dansé en l'entendant :) ) Et justement, pour les génériques des chaînes d'info, c'est quelques chose que je remarque de plus en plus, ils donnent tous une ambiance ""L'heure est grave, citoyens !""",5
"Je pense que ce que les gens veulent vraiment savoir c'est qui a raison, qui dit vrai, qui ment...",2
pouvez vous analyser le premier ministre suite a son intervention du 2 avril svp sur tf1,3
lien nordvpn hs...,3
Mais que transitions,3
C'est quand que tu fait une vidéo analyse de toi-même ?,1
Je veux la suite!! Une vidéo d’1h30 je suis pour!,5
super,5
analyse complète,5
""",""",3
Zemmour est solide 😎,5
"Fabien, t'as enfin changé ton vieux casque Sony pour un HyperX. Il était temps",5
"T'as pris un des meilleurs sur le marché, bravo",5
J'aimerais bien que tu fasses une analyse sur l'interview de BRUT sur Booba s'il te plaît,3
Je serais curieux de voir une analyse complète effectivement ^^,4
Regarde le non verbal d’interwiew de rappeur ou ytb à la télé du genre on est pas coucher,3
Une vidéo analyse du Pr Raoult?,3
"Avec le: ""ce n' est que mon avis, je n'ai pas toutes les données etc.""",1
J'adorerais ça.,5
J'adore!,5
Fabien pourras tu faire une analyse sur l'émission c'est mon choix?,3
La phase Nord VPN est magique 😂😂 Aaaah Fabien le confinement fait ressortir ton âme d’enfant 😂,5
Est il possible que sa sois plus long ?,3
arrrheu je suis un foleur alleman xd c'est la meilleur sponso jamais vu,5
analyse des interviews de tueurs en série,4
"salut, je viens de m'abonner, c'est tout-à fait le ""contenu""dont je suis friande. Merci à toi",5
"tu pourrais faire une analyse macron le soir de son élection, devant la pyramide ? et un autre, où il est avec madame, ils ne se tiennent pas la main, et il semble y avoir ""de l'eau dans le gaz""",1
Salut ! j'aimerai pour ma part que tu ailles plus loin !,5
"peux-tu faire une analyse sur des extraits de ""Mentalist"" ? Nous dire si les méthodes de Patrick Jane sont véridiques ou non et si c'est possible de savoir les informations qu'il nous donne sur les gens dans la réalité",3
Une analyse non verbale de Stéphane Bourgoin pourrait être intéressante du point de vue de la détection des mensonges.,3
"Bah tu vois, je trouve au contraire que ta vidéo telle quelle, elle est trop courte. On a l'impression que tu n'es pas allé au bout du travail. Je pense que ça mérite bien plus que 15 min.",2
Est ce que une analyse de Gérard Fauré serait éventuellement envisageable ?,3
Ce serait intéressant d'analyser le débat de Michel Onfray et Éric Zemmour.,3
Je trouve ça super intéressant de voir que même sans ouvrir la bouche on parle et communique des infos. Merci grâce à toi j’apprends beaucoup de choses pendant le confinement :),4
"Mtn, le clash Ahmad Delphine dans Koh-lanta ! 😂",5
"J'aime bien ces vidéos d'analyse, par contre, la pub pour nordvpn en début, milieu et à la fin, c'est lourd et c'est trop ;-)",3
J’aurais bien aimé Sara El Attar contre Eric Zemmour,4
"Hey Fabien franchement ce type de vidéo me plaît vraiment beaucoup, tu devrais continuer c'est très intéressant.  🙂",5
"C'est un tueur Zemmour, ce jour-là Moix s'est pris un coup de pelle ! 😅",1
Moi je veux bien que tu continues 🖐🏽👋🏼,4
Zemmour president ce serait la grande classe pour la France.,5
"Zemmour est excellent et cohérent, c'est toujours un plaisir de l'écouter. En tant que passionné d'histoire et ayant à peu près les mêmes idées que lui sur la seconde guerre mondiale, j'adorerai pouvoir discuter avec lui.",5
"Et c’est fait, j’ai souscrit un accès vpn avec ton lien",5
Aymeric caron versus zemmour sur le suicide français dans onpc!,4
"Je rejoins Emy Ly sur les anciens débats de l'INA, et peut-être même faire un comparatif entre le non verbal des années 60-70 et maintenant.",4
À quel moment Éric Zemmour va remettre cette histoire de virus sur le dos des musulmans l😂😂😂😂😂😂😂,5
La France entière a vu que ce pauvre genre le temps est complètement égaré et qu'il le sait que surfer sur des pseudos sujet musulman....,1
Il me semble que le papa de français a enfin pu voir le charlatanisme extrême de ce monsieur makavelik enfin il était temps! !!!!!,5
"Mélenchon ?   en analyse non verbale, bien entendu",1
C était génial surtout que pour le coup je faisait la même analyse car il n y avait pas de micro expression etc et effectivement ça aide pour decripter ce genre de chose. Merci pour la vidéo je ne l avais pas vue avant. Bon courage à vous pour le confinement ☺️,5
Coucou j’attendais l’analyse de la vidéo de Macron quand il dit que vous êtes en guerre.... 😅,1
Et analyser une vidéo de toi ? :),3
Il y a un probleme de son je trouve sinon tres interessant,3
l'Oscar de la meilleure explication d'un VPN est attribué à.... non pas à toi mais bordel qu'est ce que j'ai rigolé😂😂,5
C'est le discours de ce soir de Macron qu'il serait intéressant d'avoir et celui des jours à venir pour la mise aux points.,4
Analyser Erdogan !!,5
la présentation de NordVpn m'a achevée :'),5
J'aimerais bien avoir ton avis sur comment Zemmour parvient à gagner ses débats!,4
"Vidéo très intéressante. L’avantage de ces deux personnages c’est qu’ils sont très expressifs, chacun a leur manière mais l’analyse est presque facile et évidente. Ça serait intéressant de voir des politiques ou personnalité bcp plus sur la réserve, qui sont dans le contrôle de leurs émotions.",5
C est un des débats de Zemmour les plus conviviaux et respectueux que l on ai vu ... Ils s entendent bien Moix et Zemmour finalement,5
une analyse de la guerre sanitaire Raoult et détracteurs...???! Miamm maiamm,4
"Salut Fabien,",5
J'adore tes vidéos sur l'analyse de la com non-verbale. Serait-il possible de faire une vidéo sur notre premier ministre ainsi qu'une autre sur Bill Gates ou une autres personnes très connues stp ?,5
Encore merci pour tes analyses complètes et très interessante !,5
Bon confinement !,4
Sardoche....,1
Vous faites trop de gestes,2
6:54 petit dab qui passe oklm.,5
super intéressant...je verrais d'un autre œil certains débat/échange  en virtuel ou réel maintenant...,4
"Qui pour une analyse d'une des interviews du professeur Raoult ?! Il doit y avoir du contenu, non ?",3
Mdr je suis le genre de rageur à passer la pub dans la vidéo puis je me suis rendu compte que tu jouais avec des play mobile du coup j’ai remis la séquence xD bien joué tu m’as trigger et fait quand même regarder cette séquence xD,5
Likez pour avoir une analyse sur l'ancien dealer des stars qui balance sur tout les politiques ! C'est tellement enorme que on se demande si il est pas mythomane !,5
"Pourquoi pas analyser Agnès Buzin ? Elle a avoué avoir menti, quels gestes auraient pu nous renseigner ? Ou Sibeth Ndiaye, quand elle dit que les masques ne servent à rien ?",1
Zemmour le maître,5
Svp ZEMMOUR VS TARIQ RAMADAN ( on met toujours toujours en valeurs ZEMMOUR ),5
J'ai a-do-ré la partie sur NordVPN tu régales xD,5
Vidéo très intéressante au passage ;),5
ta totalement raison Olicard,1
Salut à tous je vous souhaites bonne chance et bonheur (soutien pour le confinement),5
Il est fort Zemmour,3
Hahahhah super cool vidéo mais j’ai rit sur :  je suis un foleur allemand ahhha hhhhha non non Hahahhaha VPN je suis vendue !! Merci Fabien on dirait qu’on est frère et sœur 😂😂,3
j’espère tellement que zemour vas chopper le co-vid19,5
Je ne peux qu'espérer une extension de l'analyse...,3
C'était très passionnant autant sur le non verbal que sur le verbal !,5
Zemmour zemmour zemmour fan de zemmour,5
Zemmour Le Boss,1
"Salut Fabien. Vu l'actualité, serait-il intéressant d'analyser différents discours d'Agnès Buzyn sur le Coronavirus quand elle était ministre ? Merci pour tes vidéos !",5
Très habile le placement de produit,5
C'était incroyablement intéressant ! Ça risque de pas intéressé grand monde mais j'adorerais que qqn fasse l'interview de la princesse Diana ^^,5
Très intéressantes tes analyses,5
Très impressionnant ce que vous faites ça me rappelle une série d'ailleurs je ne sais pas si vous la connaissait Lie to Me.,5
Faudrait que tu fasse une analyse Non verbale d'une analyse non verbale,2
t'est pas obligé de faire seulement 15 MIN,1
Analyser les discours de Sibeth... on a le droit à des pépites tous les jours... merci pour les videos,4
"Quand il a annoncé le sujet « la violence » j’étais content, je me suis dis que zemmour allait laisser tranquille les migrants et parler des guerres et des violences conjugales ou policières etc... et vers 12:05 je crois « l’immigration » 🤦🏽‍♂️",2
"Hello Fabien,",5
Merci pour tes videos. Elles m'ont ete tres utile.,5
"Il serait interessant et de notoriete public de savoir si l'ex ministre de la Santer, Buzin, mentais sur le corona virus. Elle disait qu il ny avait pas de risque etc...et des rumeurs disent le contraire. Dans son allocution, elle ne semble pas certaine...ce serait sympa d'avoir ton avis.",3
Merci.,5
"J'aimerais avoir ton avis sur les grand champions des jeux télés (type attention à la marche, qui veut prendre sa place, etc..."". Pour ma part, je pense que c'est truqué mais ton aide pourrait peut-être  confirmer ou infirmer mon jugement.",3
Le ONPC entre Zemmour et 50 cents... c'est ouf,1
Très très fort le Mourzé !...Outre sa culture indéniable. On comprend mieux pourquoi il est si important en France !...Qu'on l'aime ou pas...,5
"quitte à voir des gens jouir à la télé, autant faire une petition pour ré-instaurer les dimanches soirs sur M6!",1
"Zemmour est trop fort. Non seulement, il monopolise le temps de parole mais en plus il continue à parler avec son corps sans arrêt et de manière entièrement consciente (c'est même parfois sur-joué). Donc en fait il parle 100% du temps. Il ne laisse rien au hasard et maîtrise parfaitement l'image qu'il VEUT renvoyer de lui. A le regarder, on sait déjà ce qu'il va dire (s'en serait même chiant tellement c'est évident). Bravo Maître !",2
Zemmour a raison,1
il faut une analyse du débat conversano/soral ! le non-verbal a beaucoup parlé :D,3
On veut plus de Zemmour,2
Du coup la question intéressante de Loic a ètè zappée ?,2
J'adore vraiment tes vidéos et l'analyse non-verbale m'intéresse beaucoup parce que j'essaie justement d'apprendre a décoder les comportements humains🙏,5
Le Olihomard a eu raison de moi XD les playmobils aussi ^^ les doux moments d'humour dans un moment d'apprentissage <3,3
C'était la meilleure incrustation de pub de tout youtube🤣,5
Tu pourrais nous faire l'analyse NV de buzyn quand elle quitte le ministère de la santé stp ?,2
"Moi le générique, c’est l’impression que c’est une pub YouTube pour te faire découvrir le métier de marketing, avec le paperboard où la nana te montre des techniques via des graphiques pour t’aider à vendre davantage tel ou tel produit.",5
"Salut Fabien, je sais pas si tu liras ce commentaire mais il y a une affaire qui pourrait t’intéresser: Mike Postle, un tricheur de poker live qui fait scandale.. Body-language, Duping delight... Ciao!",3
"bonjour, j'adore depuis toute petite le comportement humain mais je ne sais pas comment l'interpreter ou l'apprendre. Y a-t-il des livres ou des plateformes pour apprendre ça?",3
Vous pourriez vous analyser vous-même lors d'une de vos interviews ou autre.,3
C'est pour cela qu'il faut lire des livres plutôt que de regarder la télévision pour se faire un avis sur le monde.,3
La télévision est le média des sophistes et des tribuns qui manipule les plèbes.,4
Je dis cela et je regarde youtube lol.,1
Le croisement  des bras je croit qu'il y'a deux  analyse  à  avoir,3
Soit fermeture  complète,3
Soit fermeture autre info rester concentré  sur  l interlocuteur,2
Un cadenas sur la bouche de Moix c'est bien...,3
Merci Fabien! Tes vidéos sont superbes et valent de loin beaucoup de formation en management. Continue! Amicalement,5
"Super intéressant, on a envie de voir la suite ! 😇😇",5
"On aime bcp, merci mais on aimerai avoir plus long comme vidéo pcque cest super intéressant 😊",4
"Chez moi aussi, pourquoi il y a des moucherons....",3
Ba ! En voilà une bonne excuse pour jouer aux playmobil !!! :),3
Un pti kholanta? histoire d’analyser une micro société avec un petit groupe? Ya telement de choses a dire...,1
Je paierais pour recevoir des cours de Zemmour,2
"Srx la plupart des débats servent à rien, au final dès le début tu as sûrement une opinion sur le sujet et qd bien même l'autre parti te donne des bons arguments t'aura qd même tendance à les refuser. Et surtout au final c'est tjr pareil pas de réponses ni de solutions... Et comment peut tu expliquer une idée correctement qd le temps te presse et que les gens n'essayent même pas de te comprendre, trop bloqué sur leurs idées 🤔",2
TOUTE LA VIDEO !,5
Y a aussi un Débat intéressant entre Zemmour Eric et Ramadan Tariq chez ONPC!,4
"Fabien, Merci d’analyser ce débat en ce mois de Mars2020 : on compte sur toi !",5
C bien,4
Depuis quand une video cest trop long cest nous qui choisissons si ca les ou pas donc une analyse complète merci,5
"L'explication de NordVPN avec des playmobiles, juste culte j'adore 😂",5
zemmor : à gerber!,5
Analyse zemmour en verbale et non verbale car il survole tout ses débats c’est assez impressionnant,4
Il est chômage le petit gargamelle zemmour il ne peut plus mentir raconter des ragots sur les musulmans 😂😂😂😂,1
