Comment,Number
"And what about the Vatican and Emanuela Orlandi mr prophet ??? I’m spiritual and believe in a god or a higher power but the Vatican are just demon in disguise,and I can talk from experience the most  people act like they are saint 9 time out of ten it’s to hide the real ugly monster under like ghandi and mother Theresa did.",1
c'était où cet endroit ? superbe espace !,1
c'est dingue comme on peut rire de la douleur des autres,5
HAHAAAHAHAAAAHAHAHAAAAHAHA,1
Ça serait bien que le vote de la personne piégée ne soit pas comptabilisée. Pck ducoup t’as forcément qlqn qui prend un point sans raison,2
Y’a de moins en moins d’effort sur les titres😂😂,2
Très cool comme idée 💡 Pierre ❤❤,5
Dommage que Guillaume ne soit pas là il serait tombé probablement et même sûrement sur les 4 pièces piégées 😂😂💪,2
Quelqu'un aurait la marque de la veste de Pierre s'il vous plait ?,1
La plus belle ses la claque dans la geulle 🤣🤣 comme il a été saisie 🤣🤣🤣🤣🤣🤣,5
Est-ce que avec NordVPN on peut regarder des séries étrangères en français? Répondez svp,3
Est-ce que avec NordVPN on peut regarder des séries étrangères en français? Répondez svp,3
Est-ce que avec NordVPN on peut regarder des séries étrangères en français? Répondez svp,3
"C'est définitif, ils sont maso 😂",5
Pas assez long *o*,2
C'est trop bien XD,5
Merci pour la vidéo !,5
Toujours autant de spoil chez pierre croce dans la minia mdr,5
Il force trop avec ses placement de produit et a mettre des pubs toute les 5 min,2
faut faire venir ragnar,3
Un autre yeaaah,1
"C'est beaucoup beaucoup beaucoup beaucoup beaucoup beaucoup  beaucoup beaucoup beaucoup trop bien euh 😂😂😂 Attention, la violence, c'est mal 🙃",2
"Super la vidéo comme d'habitude ! Il faudrait juste rajouter la règle : ""le vote de celui qui est piégé ne compte pas.""",5
"Waaaa trop fort le judoka, bien jouer lui !! Personne n a un insta?",5
Un de mes concepts préféré sur !,5
Je jure que les 4 restent personne échappera au volume 2 on veut les memes,1
"Incroyable ce concept, avec une baffe de Ragnar le Breton ou un léger coup de Gane",5
14:33 temps de reaction 0.5s,1
Haha c'est très drôle (un peu cruel comme réaction 😂),3
J'espère Ben à pas une côte cassé,2
Excelente idée,5
le concept est génial !!!! un épisode deux !!,5
Super cool la vidéo !,5
"Par contre c'est pas des ""grosses patates""; ils vous ont à peine effleuré quoi, je m'attendait à un truc du genre Batsu Game",3
"En parlant de professionnels, si vous voulez je viens et je défonce quelqu'un avec du TIOR de l'armée mdr",1
Vache c'est violent ^^,1
qui à reconnu que c'est le lieu de tournage de kalash et damso  mapolis?,1
Trop bon concept !!!!,5
"10:45 Benjamin n'a pas un bleu, il a un violet. C'est donc Benjamin Violet !!",1
Un concept super drôle mais surtout le moment où Ben prend cher dans la jambe 😂 une idée que j’adore j’attends dans voir d’autres épisodes,4
"La prochaine fois, il faut le faire avec Fabien Olicard, en cinquième homme, arbitre qui doit également deviner qui ment... Cela pourrait être drôle",2
Oh mais là baffe que prend Pierre 😂😂😂😂😂😂😂😂😂,3
EXCEPTIONNEL,5
"Aaahh finalement de la 4K, c'est super !! Merci :)",5
Stylerrrr 🎉🎉🎉🎉,5
Tain mais les pubs au milieu c'est insupportable,2
Les réactions de Ben cest vraiment la meilleure chose 😂,5
vol 2 !!!!,5
"ca me bute quand il cite harry Potter comme un film debloquable avec nord vpn alors quil est sur netflix , prime videos ou au pire streaming. Excellente video comme d'habitude",1
Meilleur concept de l’année !!!! Incroyableee,5
Putin mais je connais ce boxeur,4
mais trop drole mdrrr,2
La claque de Pierre avec la réaction qui est juste magique ! 🤣,5
Puis Ben quand il voit ce qu'il va lui arriver 😂,4
Très bon concept !,5
La tête  de Ben quand il ouvre la porte et aperçoit le boxer ! 🤣🤣🤣,5
"À quand une vidéo au service de.... j'adorerais que ce soit avec Luca,  je suis sûr que Pierre aurait des idées de ouf 😂",2
Oh putain j'adore 🤣 pierre la tête il s'attendé pas à la violence 🤣🤣,5
14:44 Ben qui parle de la technique du Ko essui glace en langage des signes. 😂,5
"J’adorais déjà les repas empoisonnés, mais alors ça c’est vraiment farfelu et vraiment drôle 🤣",5
J’espère que la douleur est pas restée trop longtemps quand même !,3
Prochaine vidéo : Gros plaquage de rugby dans une pièce !,1
J’étais morte de rire de À à Z. Très beau concept 😂,5
Comment vous mettez pas en post-générique la claque de pierre c est trop dommage,2
"Encore une idée amusante à suivre et surtout un placement de produit maitrisé et pas du tout invasif, bien joué :)",4
"Appeler moi pour la lutte, boxe, ou MMA 😉",5
Ben a clairement eu les pires patates 😂 Je veux une photo des bleus 😂,1
J’aurai pas aimé me prendre la deuxième patate de Ben 😭,2
Vivement la prochaine !!!!!,5
Ragnar Le Breton. Je dis ça je dis rien,5
On veut une vidéo avec COCOBONGO 💖💫🍹🤣,3
Oui oui ouiiiiiiiii,3
La mandale de Pierre ! 🤣 On a entendu son écho jusqu'en Corse !,5
Un nouvel épisode ! 👍,5
Mais la patate que Pierre prend 😂😂😂 phénoménal je suis mdr 🤣 à refaire trop drôle ce concept 👌😜,3
Concept de malade j'adore merci Pierre croce,5
La tarte de pierre j’ai cru mourir de rire 😂😂😂😂,1
Oh naaaaaan ! C'était bcp trop court !,5
Super concept !!!!!!! 😱,5
Épisode 2 c est pour quand 😮,3
"J’avais une question comme sa pk y’a pas d’arabes sur ta chaîne ? En ami , invité ..",1
mon concept préféré c'est bon !!!,4
J’adore le concept refais le,5
Lucas faut faire quelque chose pour tes cheveux,3
La claque au niveau de l'oreille ça peut être très dangereux c'est pas très malin.,2
C’est pas un peux reprit du concept de squeezie,3
J’ai adoré !!!!,5
Ptin j'ai trop envie de participer hahaha,3
meilleur concept,5
vidéo incroyable et ce concept est juste génial ! continuez comme ca les gars !!!,5
"L'épisode 2 sera incroyable je pense ( avec en Guest un Greg MMA, un Cyril Gane ou un Nassourdine imavov sa serait incroyable ) 😄",3
ha ouais le premier s'est réveillé ce matin et il a choisi la violence XD XD XD XD,3
"le point du bluffeur ne devrait pas etre pris en compte, il offre un point gratuit a qui il veut. super vidéo!",3
« Il est plus costaud que moi? - Évidemment puisqu’il utilise ses bras »  a en l’a fumé sur ce coup 🤣,2
Je prefere les repas empoisonnés :/,3
Donc si quelqu’un a des lunettes cassés. On sait qui s’est pris le coup 🤪,2
Meilleur concept ever,5
"Pourquoi pas évoluer le concept avec une personne qui mange 1 piment dans 1 pièce, 1 autre fois 1 qui se prend du poil à gratter...",1
"Concept de dingue, c'est une dinguerie, faut trop faire une suite !! Le monde des portes piégés est égale à l'infinis en terme de choix. ^^ J'ai surkiffé !",5
À chaque fois des concepts innovants et parfaits!!,5
Lucas ne sert a rien ... Comme d'hab !,1
Ben a pris cher !,3
Elle est belle,4
une tarte avec une fajitas ça peut etre bien,4
Le meilleur concept ! J'ai fini en pleur 😂😂,5
La gifle est mythique 🤣,5
Super concept comme toujours :),5
"17:41 ""ou alors il joue bien la comédie…""",3
Quoi !,3
incroyable,5
"Ce qu'il faudrait vraiment, c'est que celui qui a le moins de points à la fin se prenne une SUPER PATATE DE L'ESPACE. Pour y mettre de l'enjeu.",3
Meilleur concept de deviner qui ment que ce soit les repas ou les concepts comme ça,5
Jadore ce nouveau concept,5
La gifle de pierre est légendaire 😂😂😂😂,5
Ca c’est du concept 😂😂😂 vs êtes incroyables,5
PUREE CONCEPT DE OUFFFFF,5
Les gars faudrait mettre la réaction en direct de vous qui regardiez la patate de celui piègé,3
Une suite très vite svp,5
"Plus long ce genres de vidéos svp,au moins 8 manche ça serait kis-coooool",2
Incroyable cette vidéo. Mais 3x plus longue SVP.,5
mon concept préféré !!!,5
Ben qui est resté professionnel avec le boxeur respect 😂😂,5
"La patate que s'est pris Pierre, mdr ça a bien raisonné XD",3
Incroyable ❤️,5
concept de fou !!!,5
La tarte de Pierre est légendaire 😂😂😂,5
🤣🤣🤣🤣 oohh la  claque,1
Trop hâte de l'épisode 2,1
Juste pour les points celui qui es piégé sont point ne devrai pas être compté sa fauce les points,3
"Bonjour je suis le directeur des concepts de YouTube France, je vous confirme que vous venez de prendre mon meilleur concept... Que dois-je faire maintenant ? Cordialement monsieur concept",3
Exceptionnel,5
Encore! Plus de manches! 😂,5
belle vidéo mais le judoka il est en manque de judorange,3
J aimerai voir leur réaction quand ils vont eux mm découvrir les images 😂😂 en tt cas merci j ai bcp ris,3
14:55 serrage de main très cordiale pour une fracture des côtes 🤣🤣🤣,4
L'important est de respecter le score 🤣,4
quel est ce bâtiment de pierre auguste perret ?,1
La claque sur la tête a Pierre avec la musique du cirque mort de rire 🤣,5
Idée pour le volume 2 =,3
-coup de serviette de piscine en claqué,5
-inviter Francks Ropers,5
-clé de bras/soumission,1
-coups de taser si jamais mdr,1
"Salut hairtist super vidéo comme dhab, j'ai juste une question inox pour ces cheveux boucles il a fait quelque chose ? Il a fait une permanente ou il les as laisser pousser et ils se sont boucler ?",5
5:29 🤭😂,5
Excellent 😂😂👌🏼,5
Le concept est génial,5
Vraiment un très bon concept! Bravo pour ça et le lieu est très beau !,5
J'adoooore ! Le fou rire sur la claque de Pierre au début 🤣🤣🤣,5
"Judoka, pas Judoké, j'avais pas compris au début ce que c'était 🤣",2
Je fais du tir à l'arc si vous voulez 😂,5
"Concepte intéressant ,va pour d autres épisodes, faudrait que Guillaume y participe aussi ça peut être drôle 😁",3
"Le gars qui a mis une torgnole à Pierre n'y est pas allé de ""main morte"", si je puis dire !",1
Je me demande même s'il n'a pas éprouvé quelque plaisir malsain à s'offrir la joue du boss...,2
J'ai coupé la respiration de ben j'ai failli me louper,1
"ça s'apelle un rozel le truc en T, je ne suis en revanche pas sûr de l'orthographe",3
🤣🤣🤣🤣🤣 Pierre ta tête après  la claque,1
"Je retiens juste la phrase de Pierre ""Concept de merde"" après s'être mangé la gifle dès le 1er round 😂",1
"Trop bien ! Avoir adapté le concept de repas empoisonné qui est déjà super cool en pièce empoisonnée c'est vraiment trop drôle, cette vidéo était ouf !!!",5
10:37 Fred qui fait du breakdance ça m'a tué 🤣🤣🤣🤣🤣,5
Totalement débile comme concept,1
Appelez Greg MMA 😁,1
Imaginez Ciryl Gane derrière la porte,1
Vivement une deuxième édition,5
Ça serait génial de faire un feat. Gregmma ou Ragnar ça pourrait être feat and fun. En tous cas très bien 👍,5
Incroyable !! Franck ropers et greg mma ou le banner dans la prochaine vous êtes morts mdr,5
5:29 Cadeau pour tout le monde,5
👍👊🤛🤕,5
Pour la prochaine édition on veut Rhinoshield comme sponsor. Un gars déguisé en coque qui met des patates pour prouver qu'il est solide.,3
Invité ragnar le breton et le bon gamin cyril gane 🤣🤣🤣🤣,5
vous êtes forts quand même! cette nouvelle variante est top!!! 😀 Bravo,3
"9:58 Katana en bois : Bokken. Du Japonais ""Bo"" = bois et ""Ken"" = sabre.",1
Le concept est fou !! Merci pour ce moment très drôle :D,2
Truc de ouf ce qu'ils nous sortent constamment des vidéos de dingues !,1
