Comment,Number
"3:25 "" Qu'est-ce que j'ai fais poir mérité aussi peu de respect ? """,3
Tu n'as pas asser écouté tes cours d'Italien ? 😂,1
"je me suis régalé , c'est toi le meilleur",5
Mais attend pour quoi jlai pas eu dans les recommandations 😪👀,3
Youtube réveillez vous,1
Wahou !! Trop chouette !,5
il est ou brad pitt,3
Incroyable,5
Le Hobbit 2 c’est pour quand ? 😄,3
trop drole brad pitt gg lol,1
Félicitations à vous tous ❤❤❤,5
❤,5
"mon rêve, que math fasse un jour le film five night's at freddy's",5
❤❤❤❤❤🎉bravo,5
trop atte du 201 épisode,1
Pourquoi je ne suis pas dans les photos ? :(,1
Pourquoi il y a de la répétition à 11:17 ?,1
Bon ben je dois être le seul a ne pas avoir aimé cet épisode ^^ et ça vient certainement de moi vu l'unanimité quasi totale des com positifs. A bientôt pour le 201 ème épisode ❤,3
Merci pour cette vidéo ! 😀🌸,5
Si tu fais un résumé d'un film ou d'une série je propose (the act),3
tu es exceptionnelle. Toi et ton équipe. Et c'est nous qui te remercions !,5
Tu peux aller sur le compte de Willy stp et laisser un commentaire,3
Tu sais le sujet pour ton prochain msf j'ai une idée Deadpool & Wolverine ce serait incroyable ❤,3
On en veut encore !! On en veut toujours plus !!,5
"200 épisodes après, toujours aussi génial ❤",5
Merci math,5
olala c'était si bien !!! Bravo pour cet épisode !!,5
La claque ptin je suis mort,1
le goat Math merci 🙌,5
"Peut-être l’une des meilleures vidéos 🙏🏻 Non pas parce que tu nous remercies de suivre la chaîne, mais parce qu’on découvre encore davantage tes talents d’acteur. Bravo et vivement la 201ème vidéo 😏",5
Félicitations pour ce 200ème épisode et à bientôt pour les prochains !,5
"La voix de Johnny dans CyberPunk, incroyable",5
Je regarde tes videos depuis plus de 10 ans...et j'ai chialé❤😂😢,5
❤❤,5
Grave on veux trop te voir en Harry mdr 😂,3
Ouais !!! Bravo à toi ! Maiiiiis j'attends tjs mon chocolat !😂,3
"Math, ça fait des années que je regarde chacune de tes vidéos. Toi aussi, t'en as pas fini avec moi dans tes vues XD",5
"Cet épisode était drôle,  avec de petites refs et un petit Donald Reignoux, si je ne me trompe. Ta commu t'adore 😉😁",3
"Je te suis depuis déjà plusieurs années. Combien je n’en sais rien, mais je me souviens bien de la chambre style placard à balais ! Le meilleur souilleur bien évidemment il est derrière cette chaîne ! Et j’espère continuer à voir des souilles aussi incroyable que les tiennes ! Merci Mat de m’accompagner dans ma voiture le soir en rentrant du travail quand j’ai besoin de me marrer et de décompresser ! MERCI 200 FOIS !",5
Bravo à toi et à toute ta team ! toujours trop de plaisir à regarder tes/vos vidéos!!,5
Love & Cacahètes,5
Thibaud,3
C'est la voix de Karl Urban dans The boys en VF ! ça m'a fait Tique direct ! et la voix de Spideey aussi je crois !,5
"Un grand bravo pour cette vidéo, du sacré taf ! 😎",5
Très fort. :),5
"Hmmm Johnny Silverhand est encore dans la tete de qql, ma vf pref apres le grand Frederic Souterelle",5
Bravo pour ton parcours et tes vidéos de qualités ! Continue comme ça !,5
"Cest normal qu'il ny est pas tant de vu que ça, c'est une video pour les fans...",3
Bien 👍👍👍,4
Y’a personne qui n’a remarqué que le narrateur c’est aussi le doubleur de johnny silverhand (keanu Reeves) de la version française de cyberpunk 2077 ?,1
Merci MATH pour ton super travail !,5
"Les plans, les décors, la bonne humeur... J'adore ce 200èm épisode.",5
"Pour cet épisode, moi aussi je fais quelque chose de spécial en postant pour la première fois un commentaire sur YT ;)",4
Franchement l ancien décor était mieux mais velui la est très cool grosse force continue,4
"Vraiment je trouve que tu es un Youtubeur incroyable, hyper créatif  et unique. Tu en as tellement sous la pédale! En plus tu n’as jamais perdu le cap, tu es toujours resté toi-même, enfin bref, t’es au top continue tu fais du super travail 💪🧡",5
On t'aime Math. ❤,3
"Génial Math, continue !",5
❤❤,5
THAT WHY HE IS THE GOAT,1
"""Epoustouflant"" - Le Times - ""Un Brad Pitt somptueux"" ""Bouleversant"" ""A ne pas louper"" ""Do you like sushi ?""⭐",5
Une vidéo digne des meilleurs de la plateforme. En même temps vu la chaine et le travail monstre qu'il y a derrière. Je suis vraiment heureux de te suivre après toutes ces années. Un grand bravo et on attend notre chocolat !!,5
est-ce qu'il y aura un jour une video sur Le Hobbit : La Désolation de Smaug?,3
Ahahahaa tuerie fieu 🔥😁!,1
Beaucoup d'émotions 🧡,5
meilleure video de la chaine hein,5
"Excellent , surtout quand tu comprend les références et tu vois à quel point le travail de comédien est colossal 😮",5
frére des ours stp😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5
C’est nous qui te remercions Math !🎉🎉🎉😢❤,5
Sinon c'est quoi le 200e episode alors ?,3
AHHHHHHHHHH Donald Reignoux et Math?!?!?! J'adoreeeee,1
LA VF DE KEANU REEVES !,5
Un grand bravo Math !,5
Elle est loin l'époque de la robe Disney wish! Msf ❤,3
Trop mims! Bravo pour ton travail et tout ce beau chemin parcouru!,5
"Aussi, c'est très cool de voir que ton équipe est en bonne partie féminine ;)",5
À vite,3
Superbe episode! Merci a toi ! 🎉,5
Ça m’a rappelé cyberpunk 2077 ! 😂,5
Vidéo vraiment top ! 🤩,5
Il est incroyable 😮😊,5
On t'adore math,5
Et que la Souille soit avec vous! :),5
"Merci Math pour 200 épisodes de rire et de bonheur, j'en re-regarde beaucoup pour le plaisir et ça fonctionne toujours aussi bien :)",5
Trop fort !,5
J'avoue je suis déçue de cet épisode que j'attendais comme quelque chose de fou...,2
Ahhhh la vf de Butcher dans the boyz c'est aussi lui,3
"Oups, je suis la seule à n'avoir rien capté avec les VF ?! lol",1
La belle aventure continue..Merci Math!,5
👏👏👏👏,5
Mais c'est qui Mathieu Jonckheere ?,3
Merci de nous faire rêver et bien rigoler Math !,5
Oh mon dieu ! C'est la voix de Johnny Silverhand dans Cyberpunk 2077 + John Wick alias Keanu Reeves ? * O *,5
vraiment super bravo,5
"J'ai plusss entendu keanu reeves, notamment sa voix dans cyberpunck c""est trop coolll",3
Juste merci math pour toutes ses années de rigolade j'espère que tu continueras encore pendants des années 200eme épisode j'ai encore bien rigolé. Pleins de bisous baveux continu comme sa t le meilleurs!,5
"😂😂 jean-Pierre Michael et Donald Reignoux, c’était cool de les entendres!! Super idée et super vidéo Math, on espère d’autre épisode le plus vite possible!! 🎉",5
Hwouloulouuu! Avec Jean-Pierre et Donald!,1
Petite musique de Dofus 😏👍,3
"Salut Math, je surkiffe vraiment ce que tu fait, le seul bemol c’est que t’a pas encore fait SuperMan. Faut vraiment que tu te le fasse je vois d’ici les fou rire que je vais me prendre si tu le fait",4
Je m'attendais à mieux...,3
"Feat. John Week, Johnny Silver Hand, Constantine,....",5
N'oublie pas de t'abonner ! N'oublie pas de t'abonner ! Franchement j'vais être honnête avec toi si tu t'abonnes t'airas du chocolat !,5
Top,5
Bon acteur dans l'humour et dans le sérieux aussi😊,4
Y'a un petit côté Code Quantum !,3
Très bel épisode ! Bravo,5
"Top, le ""Matt schizophrène"" possédé par tous ses personnages est top",5
Excellent le Guest de Jean-Pierre Michaël. Mais je trouve qu'il a donné plus Karl Urban en Butcher (voir Michael Fassbender) que de Brad Pitt ^^',5
Johnny silverhand,5
vf de brad pitt ? dans la tête ? wesh c'est johnny sylverhand,3
Billy butcher,5
"Un grand bravo à ta mise en scène, deviens acteur maintenant ! 😅",5
gg,5
"Et oui encore une fois, une vidéo incroyablement bien pensée et réalisée ! Tout comme le reste de tes vidéos, celle-ci est à la hauteur de ton charisme. Tu mérites vraiment toute la reconnaissance pour ton travail incroyable ! Bravo et continue comme ça !🔥",5
"Trop mignon! Merci beaucoup, c'était magnifique, on t'adore tous ❤",3
L'acting de Don Corleone est pépite 🤣,5
"INCROYABLE comme vidéo, j'suis prêt a re attendre si c'est pour que ça soit SI produit...",5
"Merci à toi pour toutes ces aventures et ces rires qui nous traversent, ces émotions que tu fais jaillir à chaque vidéo, on a déjà hâte de voir la suite !",5
Vidéo génial,5
Merci a toi,5
"Le goat qui faut pas oublier, la VF de Keanu Reeves 🙂‍↕️",5
Pq j entand johnny silverhead,1
"Félicitations à toi pour tout ton travail, Math. On se tape vraiment des fous rires avec toutes tes vidéos.",5
C'est pas le doubleur de Johnny dans cyberpunk ?,2
Super content pour toi tu le mérites 🎉😊,5
"Je découvre la chaîne, j'ai donc 199 épisodes à regarder !",5
Incroyable cette vidéo 😍😎✨👌🏻🎬 Jean Pierre Michael et Donald Reignoux en guest en plus 🤩,5
Merci!! <3 <3 <3 <3,5
"Bon bah je m’attendais à une vidéo ultra cool mais je me suis fait chier pdt 12 minutes avec non-pas BRAD PITT mais son doubleur vf, Math j’ai toujours adoré tes MSF mais quasi à chaque fois que tu tentes un autre truc c’est pas super intéressant, juste mon avis, je sais pas si d’autres le partagent. J’attends le prochain MSF avec impatience !",3
merci pour toutes ces vidéos qui me font rire depuis des années,5
"Merci pour tous ces rires partagés, ça fait longtemps qu'on te suit avec ma famille et on a toujours hâte du prochain épisode :) Merci merci merci",5
"J'ai commencé l'épisode sur mon téléphone, mais ça, ça mérite d'au moins le regarder sur la télé 😮❤",3
Merci pour ce magnifique 200 ème épisode !,5
bravo pour toutes ces années (et cet épisode de fou !) 👏👏,5
J’ai mis quelques jours à regarder la vidéo parce que j’avais trop d’émotions 🥹,3
"J’espère bien qu’on en a pas fini avec toi, je te suis depuis si longtemps, sans toi et Helena ça ferait longtemps que j’irais plus jamais sur YouTube 😅❤",5
Merci a toi Math pour tout !!!,5
Kinast,5
Incroyable vidéo 💓,5
💗🤩,5
Emouvant ❤,5
petite discution avec Billy butcher 😮,4
"Merci pour ton travail,le temps passe si vite,je ne dirais pas qu'on vieillit mais qu'on grandit tous c'est beau de coir l'évolution des gens qu'on suivait dès le début",4
il était magnifique merci beaucoup a toi de nous faire des vidéo exceptionnels,5
Waouh je viens de réaliser que ça fait 7 ans que je suis ta chaine 😮🎉. Courage et continue comme tu l'as toujours fait,5
Beaucoup de travail !! bravo ! Bon courage pour la suite !,5
"Je ne me lasse pas ! Merci à toi pour toutes ces années, un 200ème au poil !!!",1
Merci a toi de nous faire rire dans des magnifiques Cosplay 😄❤️,5
👏👏👏,5
"La voix off, j'ai l'impression d'entendre Johnny Silverhand dans Cyberpunk 2077. L'intonation sarcastique, le texte tout y est.",3
j'attend toujours mes chocolats !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
j'adore 🤣,5
t'as un vrai talent d'acteur ! un plaisir de te suivre depuis tout ce temps,5
Bravo ❤😊,5
"J'ai adoré ta vidéo,  elle étais hyper drôle. 🤣🤣🤣👏👍👍👍",5
Très bon épisode 😂❤ bravo !,5
cette masterclass j’suis chokbar,5
like si tt la quand il avait 1 million dabonées,1
Juste Merci à toi !!!,5
"4:00 il faut lacher u,ne caisse",1
Chui pas fou mais la vf de brad pit ressemble complètement a la voix de Johnny silverhand de cyberpunk 2077,3
"Waw, c'était incroyable ^^ et ça fait chaud au cœur ^^",5
Je t'aime Math,2
"I’m feeling nostalgic when I recall him sat on his couch with his camera in a upper view angle in his first vids, I watched so many movies without really watching them just by looking at his lil vids. It’s been a long and memorable journey, and I’m ready to still look at him going. Math, keep it up 💜",4
Best placement de produit du yt game. En. concurrence avec Emma de chronik fiction (walking dead),5
Wow super !!!,5
C’était génial Matt merci pour cette 200eme 🎉,5
tres cool,5
Joyeux 200è !,5
Tu es un bon fieu !,5
C’est aussi la voix de johny silverhand,5
"Bravo, merci et ENCOOOOOOORE",5
j'adore 😂,5
Bravo MATH .....,5
t'as tout compris,5
la big classe,5
"J'ai pas tellement aimé,  mais quel travail ! ! !",3
Bravo pour l'effort,5
😍😍😍,5
c’est pas la voix de jhonny silverhand dans cyberpunk,1
Toujours la math tkt pas ❤,1
....,3
"Encore parfait,merci beaucoup !",5
Aaaaah c'est la VF de Brad Pitt d'accooooord. !!,3
Je n'ai pas tout compris mais de rien,2
DONALD REIGNOUUUUUUUUUUX 😭😭😭😭😭😭😭❤️,5
"Très fort et très ingénieux, j'adore !",5
"On ne veut jamais en finir avec toi! Merci pour ton travail qui clairement, peut nous sauver de journées bien pourries! Love d'une française des Pays-Bas ❤",1
Comme je regarde les films en vo j'appel ca un fake,1
Cimer math,4
incroyable,5
Feat. Johnny Silverhand plutôt 🤔 Désolé je n’entend que lui 😅,5
Vice versa 2 pour le prochain épisode stp ❤,3
le placement de produit au milieu ça sort du truc je trouve c'est pas dingue,1
incroyable video!,5
Incroyable !!! J'ai reconnu que la voix de Donald Reignoux parce que fan de Dragon mais merci Maths et à tous pour ce 200ème épisode !🎉🎉,5
"Merci beaucoup Match , on espere que tu vas continuer encore longtemps :) ,merci pour tout les rires que tu nous procures, et je te souhaite de gagner encore des millions d'abonnés tu les merites :)",5
Super episode référencement bien sur mais aussi merci pour tous ces épisodes !,5
Oh merci j’ai adoré ton épisode qui m’a d’ailleurs beaucoup touché!,5
"Super vidéo, ça change de d'habitude même si d'habitude c'est déjà génial. 🎉",5
"Tu es littéralement SOUS COTÉ !!!! Bravo, je me suis régalé !!!",1
🤍,5
❤❤❤❤❤❤❤❤❤,5
"Trop la voix de Jean-Pierre Michaël . la chance xD continue, j'adore ton travaille. Je suis toujours bidonné pendant et après.",3
chapeau l'artiste,3
"Exceptionnel la vidéo, j'adore, elle était trop cool.",5
See you next time,5
la sequence avec le parrain est tres bien jouée !,5
Billy Butcher ?,1
J'entends butcher mdr,1
13 min de vidéo avec une pub toutes les 3 min et une sponso. Une bannière doit indiquer que la vidéo comporte une sponso sinon la vidéo peut être supprimée.,1
"Plusieurs années d'abonnement, et j'attends toujours mon chocolat promis par le générique, aaaw :(",2
Huhu merci Math pour cette jolie vidéo ! :),5
"Vraiment pépite ! Déjà le 200ème, ça passe si vite ! Vraiment merci pour tout le taff que t'as fais jusque ici et que tu vas produire encore !",5
Je t'adore depuis le premier mais la un peu déçue je t'avoue mais hâte de voir la suite,3
JESUS VOUS AIME ❤❤❤❤❤ REPENTEZ VOUS IL ARRIVE,5
Bluffante la rencontre avec Corleone.,4
"Nom d'un chien, j'étais pas au courant...",1
Masterclass !!,5
"Ouh, la petite larme au coin de mon oeil en regardant cette vidéo...  cela fait plus de 8 ans que je regarde tes vidéos, depuis le tout premier visionnage du msf Matrix avec ma meilleure amie, qui nous a fait nous rouler par terre tellement on riait. Aujourd'hui, ça a a un petit goût d'éternité, comme si les msf avaient au final toujours fait partie de nos vies... Alors, même si je suis nulle en commentaires (abonnée fantôme bonsoir), j'avais très envie de t'écrire un grand MERCI (et même un deuxième tiens : MERCI) pour tout !!",5
Incroyable !!!,5
Math tu es incroyable depuis le temps que je te suis la qualité de tes vidéos sont en constante évolution 🙏🏾💥,5
Preuve que Math n'a rien perdu de sa Masterclasserie même après 200 épisodes 👌🏻,5
Masterclasserie : nouveau mot inventé à l'instant pour qualifier quelqu'un qui pond masterclass sur masterclass,5
"Du coup, je, vous, nous, nous sommes tous, encore une fois, fait masterclassisé par Math 😁👌🏻",5
Objectif 300,5
Ho la reproduction de pulp fiction est incroyable. J'ai mis du temps avant de venir voir la vidéo et franchement c'est pépite.,5
Merci à toi et à toute l'équipe.  Continuez comme ça encore longtemps,5
Merci pour tout :),5
C trop mignon merci à toi,5
un peu décu pour brad mais sinon video de ouffff continu je t'adore,3
Magnifique vidéo math❤,5
Aller 2m d'abonnés pour le 200iem il le mérite.❤,5
La vidéo est juste incroyable 🤩✅,5
12:47 Il y a une ref ou une private joke quelque part mais je le trouve pas   🤔,2
Excellent merci pour tout ! 💯,5
❤❤🎉,5
enfin un msf sur le meilleur : Pulp Fiction?!!! 😮,5
"Merci de toujours nous faire rire, de toujours nous inspirer, de toujours nous faire frissoner et de toujours nous faire voyager😊❤",5
Bravo bravo ❤,5
Vraiment bravo ! Incroyable !,5
Masterclass ♥️,5
La vf de brad pit? Nah pour moi ca c La vf de butcher de the boys,2
Très émouvant comme vidéo c’est très réussi ❤ J’attends la suite avec grande impatience,5
bravo pour ton jeu d’acteur qui s’améliore d’année en année !,5
Bravo pour ce travail remarquable ! Tu sors vraiment du lot par rapport a Beaucoup de youtubeur ! C'est un job de ouf que tu fais juste pour nous faire kiffer 🎉 bravo encore !,5
Qu’attendre de mieux pour la 200eme vidéo !,2
Hâte de voir la suite sur ta chaîne 😁😁,5
"Butcher n'a plus de voix dans la tête, il est la voix dans la tête",1
200 ème épisode putains que le temps passe vite.,3
J'adore :),5
"Bon perso je me suite arrêter à 4 min, c'est long c'est chiant",3
Merci a toi et ton équipe pour votre travail incroyables qui me fait rire a chaque fois merci pour toute ces belle années et te souhaite de continuer encore longtemps. Merci Math t'es le meilleur  😉,5
"cool, continue comme cela, on kiffe!!!",5
Merci à toi qu'elle vidéo exceptionnel comme toujours,5
❤❤❤❤❤,5
"Jamais dans l'abus, le king de la souille 😹🤣J'ADORE !!! et ce featuring parfait là 😭😭🥹💖💖💖💖💖",5
J’aurais bien aimer avoir une parodie d’un film mais c’était Vrm génial merci à toi math,5
Est ce que pour un prochain tu pourrais faire deadpool et wolverine,5
Au début ses la voix de butcher dans the boys non ?,2
Merci a toi Math perso j'ai 22 ans et j'ai commencé a te suivre avec maman j'ai raté l'avion donc j'ai carrément grandi avec tes vidéo et c'est toujours le Même plaisir de les regarder a chaque fois! Continue de te faire plaisir et de nous faire plaisir MERCI BEAUCOUP !,5
❤❤❤❤,5
"Franchement Merci Math pour toute ces vidéos faites avec passion et humour, le feat avec Donald Reignoux et Jean-Pierre Michaël deux doubleurs exceptionnels rend le tout encore plus magique et sincère merci pour tout Mathieu.",5
Vito Corleone ! Tu le fais très bien ! Cent'anni !,5
Beau travail Tom Cruise 😂,5
incroyable,5
Incroyaaaable,5
on est toujours là mon pote,5
"Très bon court métrage. Tant sur l'écriture, le concept et la prod.",5
"Bravo à toi Mathieu pour tes idées et ta paire de couilles. Car quitter sa banque, se sortir les doigts du cul pour tenter de proposer de nouvelles choses... ce n'est pas si simple et cela demande de l'imagination et du courage.",5
"Au vu de ce que tu as proposé, je t'encourage à écrire un scénario de court métrage, sans que tu figures en tant qu'acteur. Un scénario un peu tordu serait pas mal, dans la même dynamique que Dupieux.",3
le goat,4
"Bravo a toi math, episode emouvant, je ne sais meme plus depuis quand je te suis, mais je regarde chaque episode qui sort, avec ton humour unique on ne risque pas de lacher avant longtemps.",5
"""ça fait longtemps que je n'ai pas prit une tasse de café... Pas le bon moment pour la tasse de café""",2
❤❤,5
Tu m'as (nous as) régalé!!!! Un chef-d'œuvre,5
Vraiment top rien à dire les décors top aussi et ce jeux d’acteur dammmmmm,5
Y'a pas à dire ? Tu as du talent Matt.👍😁,2
Sa promet du très lourd pour la suite !! Merci Math pour ces 10 ans de bonheur a tes côtés !❤,4
merci,5
"Vito corleone c’est le Batman de Christian Bale, excellent",5
Wooouuuhhhouuuuu 😍😍😍🥰,3
J’ai été ému en regardant cette vidéo bon travaille et on n’a hâte pour le prochain épisode,4
"Quelle masterclass, quelle superbe vidéo....",5
Ça donne envie de voir d'autres courts dans la même veine...,3
"Les références, les imitations, les inspirations...",5
MAGNIFIQUE !!!!!!,5
Encore,5
Encore,5
Encore,5
🔥🔥🔥🔥,5
"200 épisode c'est pas mal, tu nous a promis 200 fois du chocolat, je n'ai jamais eu de chocolat je suis déçu 😢, même si ton contenue est magique drôle et divertissent, j'ai quand même aucun gout de chocolat dans la bouche snif 😢 , CHOCOLAT",3
Le début on dirait zootopia,3
Cet épisode est juste parfait 👏,5
11:15 je me demande si c’est voulu de garder les prises ratées ? Ça m’a touché en tout cas de voir un petit bout des prises ratées ahah,1
Ptn math jtm,5
incroyable comme depuis le 1er episode tu fait honneur a la belgique aussi on est fier de toi math,5
"Un vrai petit film, bravo et félicitations ! Hâte de voir la suite. Merci de nous faire rire depuis des années !",5
continue comme ça Math t'es incryableeeeeeeee,5
On t'aime ❤,2
"OK.....Bon bah vivement l'épisode 201, qui je l'espère sera un épisode standard....Parce que si c'est ça la suite de la chaine non merci.",3
"Un pur bonheur cette video, merci pour la culture mathhhhhhh coeur sur toi",5
IN-CROY-ABLE  c'est génial,5
Merci d'avoir continué pendant ces 10 ans ! ❤,5
je te suis depuis le debut et c'est incroyable,5
Je ne m'attendais à rien mais je suis quand même déçu 🫡,2
Il y a un nouveau Deadpool c'est quand que tu pourrais le faire en vidéo,3
"sans toi nous ne serions pas la a regardez YouTube, même si sans nous tu ne serais pas la a faire des vidéos.. enfin si peut être, je sais pas .. en vrai je ne suis sur que d'une chose : n'être sur de rien ;)",2
Je m’attendais pas au guest de Donald Reignoux j’adore bravoo Math 👏🏼👏🏼,5
incroyable j'avais beaucoup d'attente et je ne suis absolument pas déçu,5
<3,3
"Quel épisode incroyable, j'adore ton contenu Math te je te suivrais jusqu'au bout......",5
Ceux qui ont reconnu Donald Reignoux,5
8:00 Donald Raignoux 😍😍,1
0:33 Très émouvant d'entendre la voix de Jacky pour la première fois (n'essayez pas de me faire croire que ce n'est pas ce bon vieux Jacky ! Ça ne peut être personne d'autre 🧐),1
"Chapeau l artiste et bon anniversaire, de",5
😂🎉🎉,5
🔥🔥,5
❤️❤️,5
dinguerie,4
"J'ai eu une référence à Pulp fiction, je peux mourir en paix",5
T’es un bon mon champion. Que du kiff,5
Bravo,5
Continue sur cette voie,4
hate de voir la suite <3,3
Putain j’suis trop ému !!! Je te suis depuis le début ❤️ love et force,2
la VOIX A 33 S LA VOIX !!!!!,1
"La vidéo est incroyable, ce concept est génial 😍",5
"Quand g vu le feat Brad Pitt, g bugé😂",5
Magnifique,5
pardon du retard,5
A quand le chocolat ???🍫,3
Salutations à tous vraiment c'est très très formidable ça montrer à quel point cette chaîne est une sorte de réunion entre téléspectateurs et l'artiste ❤❤ moi je suis du Cameroun et ça fait maintenant quatre ans que je suis abonnée ❤🎉 merci à toi Mathieu et les autres aussi et bon continuation dans la santé et la liberté ❤❤❤,5
Merci à toi de nous faire passer des petits moments de bonheur ❤,5
Pourquoi le moustachu allemand parle avec le Parrain ?,1
Tip-top !,5
"Je suis obligé de le dire, mais je suis quand même bien déçu qu'il y ai un placement de produit sur l'épisode 200, ça partait si bien, le parti pris est excellent mais ça nous sort de la vidéo, un partenariat sur n'importe laquelle mais pas celle là",2
"Alors, j'adore tes videos, je trouve que tu fais partie des meilleurs youtuber dans ton milieu mais, je dois avouer que je m'attendais à mieux pour le 200eme MSF 😢",3
C'était trop cool 😊 continue ça 😊,5
