Comment,Number
-aurevoir,5
ça ma tué,1
Ce seras génial que tu fassent ça avec d’autre séries genre stranger things !,5
J’ai pas compris c’est quoi la fin par rapport au vieux,2
"Cette série était fun mais largement surcoté  !! xD (Je suis nouveau ici j'ai vu de la lumière ^^ , mais en gros si ta peur de faire des series car trop longue par exemple et bien y'a les super series vraiment pas ouf de disney+ qui ont entre 6 à 8 EP au moin c'est pas trop long et en plus y'a tellement de choses à dire dessus !! Xp --> (Mando/Wanda et Cie)) .",3
"Je n’ai jamais autant rigolé sur une vidéo YouTube merci infiniment à MATH, je ne change rien 😘😘😘",1
"je remarque maintenant l'étiquette ""victime"" sur le costume d'Ali😭🤣🤣",3
🤣🤣🤣🤣🤣a 2:36,3
Du Zapp Brannivoorde !,1
2:35 : du pur génie,5
"Franchement ça ne mérite pas une serie en 1:10 tu fais un film c’est suffisant , puis leur duels/jeux ducoup je ne comprends pas l’engouement pour ce truc je suis peut être trop vieux cest vrai qu à 36 ans tu deviens un ancêtre mdr",2
Ah mince il a fait la même vanne que moi j’ai écrit le com au début de la vidéo 🤪,1
Squid game ils ont rachète les costumes de la casa de papel et on enfile un masque PlayStation 🔳⚪️🔺,5
math mérite tellement plus d'abonnés clairement le meilleur...,5
Dans la vf c'est 45 milliards de wons,1
Yess...oui déglinguée ! Mes reflexs'ion 😜🤙en mode casa d'El papel,1
économiser septembre 3% sur nord VPN :'),5
"0:03 Je fais toujours des détournements de films , je pensais être la seule :0 !!!!!!!!!",1
"(Je détourne les films que je vois , j'incruste mon perso (la meuf surcheater) dans l'histoire et du coup ça part sur des épisodes de 2 mois dans ma tête....faut que je consulte le psy un jour :c ?)",2
Abonne toi à math,3
Abonne toi à maht,1
Tu peux fair une réaction sur le film « K2 » s’est trop bien,4
Tu fais vraiment bien la voix du v.i.p.,5
tes chiant,5
☕☕😎✨,5
T'as déjà essayé de parler avec ta bouche de l'autre côté ? XD,2
Moi qui ne les pas vus est qui a confondu tout les prénom,5
Bonjour !,5
"Petit commentaire en passant pour dire que j’ai écrit un livre sur notre série préférée : « SQUID GAME : Décryptage d’une série tentaculaire », de Louise MASSARD. 🦑",4
"Il est disponible sur Amazon, en version numérique et papier. 🦑",5
Une bonne journée à tous les joueurs ! ⏺⏹🔼,4
"petite parenthèses , lors du tournage de la série sae-byeok a vraiment pleurer",3
"dégages ta pub claquée ,merci",1
"J'ai toujours pas fait le deuil d'Ali, j'étais pas prête à revivre l'épisode mouchoir 😭",2
Shiba!!!,1
superhero superbancal mdr,5
Math tu pourrais souillé des jeux,3
9.47 ils ont fait exploser les vitres parceque si il restait quelqu'un sur une vitre il tombait et mourais,1
Au début je croyais que les masques des gardes étaient PlayStation parce qu'ils étaient dans un jeu vidéo dans la vraie vie,2
Coach sportif 😙🤧😑😶😶😶😏😏,5
"top top top, ce format",5
J'adore squid game et je t'adore,5
2min36 m'a fait mourir de rire,1
J'ai adoré ton nouveau concept pour des série. Et comme d'habitude toujours aussi drôle 🤣🤣😉😉👍👍🤣🤣🤣🤣,5
JE LES VUE LA SERIE BIEN MES TRISTE SURTOUT QUAND IL SON PLUS QUE TROIS MES UN GARS VA TUER LA FILLE SES TROS TRISTE J'AI PLEURER  MES LE GAS DU DEBUE HU DE A CHANCE DE GAGNER MES EPREUVRE REFERER SES  CELLE DE 123 SOLEIL ET LA BAGARE DE LA FIN,3
🤣🤣🤣🤣🤣🤣,5
On est tous atteint de ton syndrome math,1
Faux s’est pas « un deux trois soleil » mais « feux vert faux rouge »,1
Gé-nial !,5
1:58 et 2:35,3
Il a souillé les garde si il était comme sa squid game sa morai fait tuer 🤣,1
Tu pourrais faire stranger things,5
J'adore la musique au début proutouproulouproin,5
J'ai remarquez un truc dans le jeu 123 soleil la poupée ne scanné pas le vieux donc je pense que c'est pour se préparer avant sa mort au billes moi même j'ai chialer,2
Excellent Math comme toujours ! Merci pour cette qualité ! Pour l'explosion des vitres je pense juste que c'est s'il restait des candidats sur les vitres pour les faire tomber à la fin du temps  ^^,5
"Math faits enfin des séries , c’est un rêve d’enfant pour moi",5
Arrete jamais jamais jamais mon gars on ce tape des barre de rire et tu joue tellement bien que ces geant tes video,1
"BONJOUR je j'aime quand tu souille les séries, ou les Disney , Pixar",3
Le moment ou le vieux il se tord la cheville et qui meurt ca ma tuer,5
"C'est comme la série "" comment battre """,5
LA MINIATURE JE SUIS DEAD VRM 😂😂😂😭 il est trop drôle ce gars,1
"Le clip de fin de vidéo ""le chocolat"" je l'ai eu dans la tête toute la journée d'hier au boulot xD 🤣",4
Septempte,3
Math est québécois,3
Ce format avec Arcane ???,3
"Je tente, on sait jamais.. Même si mon commentaire va être noyé parmi les autres",1
Une théorie dit que si tu choisi le carton rouge tu est alors un des hommes en rouge ;),3
EST TU FAIRAI AUTRE SERIE,5
C'est video marante,1
A quand les séries marvel du coup,3
"Je pose linfo ici, ils font explosé les ponts de verre à la fin pour tuer ceux qui pourraient rester dessus à la fin du chronomètre",1
"J'avoue que je m'y attendais pas à celle là, 🤣🤣🤣 4:33",3
J'adore,5
"10:12 Cho Sang Wu ne se suicide pas pour ça, mais parce que sa mort est la seule solution pour que Seong Go Hun (qui veut renoncer à la victoire pour le sauver) gagne, remporte la cagnotte et puisse ainsi aider aussi sa mère (ce qu’il lui demande de faire avant de se suicider)",4
Le placement de produit est très réussi ! En tant que pas intéressée par le produit ça me dérange absolument pas tellement ça fait partie de la vidéo :),5
Bien joué Math,4
2:36 j'étais littéralement MORTE de rire,1
J'adore cette chaîne ! Puis regarder cette super vidéo dans l'endroit le plus confortable du monde ! ...LES WC !,5
4:09 oh ptn c’est Jacquard ! Mais nan !,1
"J’ai kiffé l’instant Nord VPN mdrr, meilleur placement de produit 😂😂😂",5
"4:40, il serait peut être bien de créditer la vidéo originale non ?",1
Trop bien ce concept j'adore,5
Le vieux n’était pas détecter par la poupe,1
"Avec le bug de la poupée, tu m'as tué mec !! 😂😂😂 MERCI ! J'adore la série et ton humour aussi. Bien joué 👍",1
"Un mois après sa publication, je regarde enfin ta vidéo, un plaisir ça bouge pas",5
"le pont explose car si plusieurs joueurs se trouvaient sur le pont au moment ou le chrono affiche zero, ils serait tombé a cause de l'explosion",1
0:43 Qui d’entre vous a demander une chose pareil 😀 ?,1
Salut je regarde tes vidéo depuis le début je kiff ses super cool,5
A 04:38 ce serait pas le père de Mark dans la série Invincible ? ;),1
Haha omg je kiff 😆 1:37  haha omg j adore ta video math 😆,5
Le nordvpn 😂,5
Après avoir fait un épisode sur une série on se retrouvera avec des épisode sur walking dead ou break bad,4
"123 soleil , bonbon de dalgona , la corde , les billes , Le pont de verre , le jeux du calamar , gi hun devient millionnaire avec 32 millions d'euro pas mal 💰💰💰💰💰💰💰💰💰💴💴💴💴💴💴💴💴💴💴💴💴💴💴💴💴💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💸💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵 🦑🦑🦑🦑🦑🦑🦑",5
11:57 à ce moment là il n’a plus l’argent qu’il avait gagné au squid game,1
C’est tellement drôle 😂,1
Faite svpppp venom let there be carnage se serait super 😁😁😁😁😁,3
C’est l’une de tes meilleure vidéo sérieux j’ai été morte de rire tout le long de ta vidéo 👌😂,5
오징어게임은 안봤는데 이 영상을 보고있다니.. ㅋㅋㅋ,1
Vivement DUNE,5
6:29 Je crois que ça dépend du nombre de traits qui forment la figure géométrique par exemple le rond il y en a 1 seul le triangle 3 et le carré 4 du coup triangle ne doit pas répondre à carré mais peu donner des ordres à rond j’ai trouvé ça logique si c’est pas ça éclairez ma lanterne please 🧐😅,3
"Mouais, au top, com d’hab :) puis je te suggérer de souiller un film d’horreur comme l’armée des morts? Le remake de zombie de Romero. Il y a matière à parodier sur ce film. J’aime beaucoup ton humour et ta manière de ne pas te prendre au sérieux. Continues comme ça.",5
"Tu pourrais faire ""le tueur de l'autoroute"" stp.",3
ON M'EXPLIQUE POURQUOI MATH EST PAS CERTIF ALORS QUE  DES CHAINE YT A SEULMENT 200k LE SONT,2
"Sympa de faire ça pour les séries, tu vas pouvoir renouveler ton concept qui marchait bien pour les films !",4
maintenant que tu fais des series on attaque les anime😀,5
ahah j'étais sur que tu la ferais celle la !!! série barré !!!,1
"J'aurais plus vue Helena sur ce ""what is"", mais bon, merci.",3
Tu pourrais faire sonic stp,5
Gokou te defonce,1
Je préfèré me Studio d'avant,3
J'adore ce format ! J'etais justement en train de me dire que ça aurait été super que tu t'attaques à des dramas vu comment les scénarios sont claqués au sol,5
Netflix,5
Regarde :,3
Alice in the border Land.,5
C'est quand que on  Laura notre chocolat,5
domage que le vieux sois mort,1
Salut! J'adore ce que tu fais!,5
STP tu pourrais faire une parodie sur la série Loki!,5
Il y en a tellement peu...,2
6:50,5
Il mérite tellement plus,5
Toujours la casa des papel avec les garde,5
sur les murs du dortoir il était dessiné les jeux auxquels ils allaient jouer mdrr,3
jadore se format,3
"Tiens, Math, tu en penses quoi de l’Attaque des Titans?",3
Pitié Math s'il te plaît fait Conjuring 3 je n'attends que ça PITIÉ,1
Ne regarde pas ma bannière.,1
WHAT IF sa mas tuer,1
"Moi j'ai la maladie du quand je regarde un film , je peut pas m'empêcher de voir comme si j'était au tournage et sa nique tout le film",2
Tu pourrais faire Stranger things la prochaine fois 😂(stp),5
Épisode de dingue on matte les films autrements avec cette chaîne! 😂 On peut noter qu'il y a aussi dans cette vidéo aussi riche en  blague que la tirelire cochon de Squid game de billets. La meilleure promo NordVPN 👌,5
Math veux-tu parler du film Le chant du loup,3
Les claques « shiiba » me fument de rire ptnn🤣,1
lol,3
Twilight 4,5
Parle mieux de Gongyoo grand fou 😂😂,5
Tu peux faire Harry Potter 7partie2,5
Math se fait des séries ça c'est bon,4
"Voilà série terminée, je peux enfin regarder cette vidéo. :)",5
Tu souille la suite de men in black 1,5
J'ai attendu de finir la saison pour mater le souillage haha,3
J'attendais tellement cette vidéo et je suis pas déçue hehe!,5
J'ai attendu que toute ma famille ait regardé la série pour regarder cet épisode avec eux. Incroyable mdr 🌹🌿,5
🤣😅🤣😅🤣🤣,5
Une marche sur 2 ne sort pas de chez carglass => masterclass de la vidéo,1
455 autres coachs sportifs 😂😂😂 sa ma bien fait rire,5
Ou un MSF les nouveaux héros.,5
Vraiment fait un MSF o'brother.,5
Fait james bond,4
Pouce noir ! Abo ! et applaudissements !!!!,1
Franchement je fait parti des gens qui trouve que squid game est bien mais ne mérite pas autant dehype ducoup moi très content que toi lynche cette série,4
"enfin, j'y avait penser pour faire sur des series mais c'est assez dure de resume des dizaines d'heures en 20 minutes, en tout cas , chapeau l'artiste. Tu pourrais faire un MSF sur ""night teeth"" ? En tout cas continue comme sa",4
Attends un peu si il avait choisie rouge  il  seraie garde,3
"J'ai découvert cette chaîne et j'en suis devenue accro ! J'aime tellement ton humour et tes mises en scène ! De la pure folie, j'adore 😍",5
Mais j'attends toujours le chocolat 😅🍫,3
"Coucou tout le monde est ce qu'un événement inspiré de squid game avec quelques épreuves vous tente ? Ça ce passe le 6 novembre sur le parc ac loisirs près d'Alençon, plus d'info sur la page Facebook.",3
C’est une blague😭😭j’ai une semaine de retard alors que c’est quand même le paradis sur terre on a droit à la souille d’une série😭😭😭,1
Math qui souille enfin des série mais cette chaîne va juste être génialissime 😁,5
Hello à vous👋,5
Tu peut faire coraline silteplail,3
"En fait Squid Game, grossièrement, c'est Kaiji en version coréenne du coup.",1
"G kiff cette vidéo comme tte les autres,  les séries peuvent être souillé",5
pourquoi ils n'ont pas regardés les lampes au plafond bordel!,1
Je trouve le rythme trop saccadé. Comme tu le dis on dirait plus un what if qu'une parodie humoristique Aka souille habituelle.,2
Pourquoi ne pas faire un mix entre ça et humour/parodie.,2
"La vidéo reste de qualité et sympa à regarder, je la trouve un peu moins bien que les autres. Mais c'est normal pour un début. Continue ce contenu stp :)",3
je m'apelle joshua ^^ :p,5
Enfin les séries,5
👍👍👍👍👍👍😃😃😃😃😃😃😆😆😆😆😆😆😁😁😁😁😁😺😺,5
Je te regarde depuis toujours et tes vidéos sont justes incroyable  . Merci beaucoup,5
"Si Sang Woo se suicide, ce n'est pas par culpabilité pour ce qu'il a fait, c'est parce qu'il n'a plus la force de se battre, Gi Hun a gagné la partie et il sait que si ils arrêtent de jouer, sa vie sera de toute façon lamentable (la scène où il est habillé dans son bain montre qu'il est dépressif et qu'il a probablement déjà des pensées suicidaires). Il a conscience aussi que tous les autres seraient morts pour rien si Gi Hun refuse l'argent.",2
"Je regarde beaucoup de dramas coréens et les personnages de Squid Game sont des archétypes qu'on retrouve souvent: Sang Woo est le mec intelligent, ambitieux et pragmatique qui trahit les autres pour atteindre ses objectifs tandis que Gi Hun est le mec impulsif mais gentil et un peu stupide qui écoute son cœur. Ce genre de bromance est très fréquente, et celui qui est le plus calme (comme Sang Woo) finit toujours par s'opposer (et perdre face) à celui qui est impulsif (comme Gi Hun).",3
"De la même façon, Min Yeo n'est pas amoureuse de Deok Su, elle ne couche avec lui que parce qu'elle a compris qu'il était le plus dangereux et qu'elle cherche à ce qu'il tienne assez à elle pour la protéger et la faire gagner. C'est l'archétype de la femme qui charme les hommes pour arriver à ses fins.",3
"Enfin bref, ce MSF était cool mais je pense que si tu veux souiller des séries tu devrais le faire par saison sinon ce sera vite difficile à suivre. 🙃",3
👍😂 Excellent !,5
HE IL EST OU LE NOUVEAU FAIT REEL TA DIS AUJOURD'HUI,5
Tu connais American horror story ?,3
TU POURRAIS FAIRE UNE SERIS MARVEL,5
tu devrais faire dune,3
grace au chocolat je suis abonné,5
Tu peux faire Agent presque secret,3
"Ça se dit ""gui hoon"" pas ""ji hoon""",1
Math  c'est exactement ça 👌🏻👌🏻😅,5
"J'ai pas vu la série mais je m'en  branle, j'ai vu 3 épisodes c'est clairement bien mais surcôté.",3
Tu pourrais faire les animaux fantastiques 2 ?,3
Bien joué mec pour la vidéo continue comme sa,4
À 2:26 l'ordinaire la meilleure boisson à l'anis 😁👍🏾,5
Omg !!,1
T aspoiler mon pere fumier,1
Fais le film venome vs carnage stp🥺🥺,5
Je suis sûre le coup du masque qui tombe c'est pas fait exprès en tout cas c'est tellement drôle 😂😂,1
11:53 mdrrr la perruque 👍😂😂😂,1
Aliiii 🤣🤣🤣,3
Squid Game version Math : je valide et finance sa production de suite 😂,4
2:34 mon dieu,5
"fait nous un film que tu as envie de faire stp, un qui t'as marqué, enfants mais l'ayant revue adulte tu t'es rendu compte que cetais une daube ou tout simplement méga nanardesque ^^",3
"Ce serais vraiment cool (quite a le foutre en non repertorié, sans lumiere maquillage ect ect, enfin je connais pas le prix de reviens d'un tournage, c'est juste histoire de renouer avec la passion ^^)",5
GG 100k likes !,5
allez maintenant on s'attaque a Arrow : 8 saisons sur 8 ans mdrrrr,5
il est suisse ??? septante !!!!!!!!!!! <3,1
ces ridicule cette série! Lol!,1
😂😂😂 6:48 à 6:56,1
"100000 ème like, chapeau pour le générique de fin.",5
par contre j'en peux plus des pubs de nord vpn voila pk je skip,3
c'est sont frere celui qui lui met les claques et le vieux c'est sont pere  desoler oublier de dire spoils,5
venom 2 s’il te plaît,1
j'ai vue la vidéo mais jai pas fini la série XD merci a mon couz de m'avoir spoiler 2x plus mais j'aime toujours autant XD,3
je pensais en prochain film : Troys ( avec Bradpitt ) je pense que tu peux nous régalage dessus,3
"Pour Stéphanie à la fin, je croyais que t'allais dire :""Elle pourra enfin regarder la Belgique se faire niquer par la France""  😊",3
J'adore t'ont côté comédiens tu gères continue,5
Génialissime MSS !! Le docteur que j'ai eu aux urgences avait le triangle  le carré et le rond tatoués sur son avant bras et je me disais que ça ressemblait aux icônes PS mais n'ayant jamais vu Squid Game je viens de comprendre merci Math 😂😂,5
"33 millions pour 455 joueurs ça leur faisait un peu moins de 73000 balles par personnes, les riches faut toujours qu'il en rajoute",2
Math il faut absolument que tu souilles le nouveau Dune avec Zendaya et Timothée  Chalamet ce serait une pépite ^-^,5
2:36 trop rigolo,2
Prochain obejectif de souillage ultime : Casa de papel ou Stranger Things😀,1
J'en ai tellement marre que tout le monde parle de Squid Game mais c'est quand que ce fléo va s'arrêter. Je ne le supporte plus.,2
6:27 je salue juste le jeu a ce moment là qui est digne d'une Alexandre Astier 👌,5
👀Je veux juste savoir la réaction des gens qui voient comment il fait le sponso ! 🤔😂😂,5
Il y a un truc que je mettais imaginé c’est que lorsque quelqu’un se jette dans les vitres et que c’est la bonne il se passent quoi ? Il tombe quand même,3
am i te only english?,1
Super video sur cette serie pourie👍🏻👍🏻,5
Tu peux faire conjuringe 3🙏🙏🙏🙏❤,1
"Math qui souille Squid Game, une série, c'est nouveau mais j'adore, je m'étais même demandée très souvent pourquoi il ne souillait pas des séries aussi",5
Aussi c'est un plaisir de voir l'acteur de Dernier train pour Busan (j'ai pas vue Squid Game mais j'envisage de regarder) dans Squid Game,4
10:02 ouuuu putainnnnn le spoil nonnnnnnn😭,1
Les vitre qui pètent après l'épreuve c'est ce qui attendait ceux qui n'avaient pas traversé a temps. Ils seraient mort dans l'explosion,2
"Pour le pont de verre, je l'ai interprété comme ceci : L'explosion était programmée pour faire tomber tout ceux qui n'auraient pas réussi à traverser dans le temps imparti. Il a explosé même sans personne dessus, par souci d'impartialité finalement. Et la batterie de téléphone qui dure 4 jours malgré des photos et de la vidéo, mon oeil. A part ça, super vidéo, comme d'hab, toujours un plaisir. :D",2
Squid game ou le souillage par excellence 😂,5
Tu peux faire it follow,3
"Tu peux faire le film cruella, toys story ou lukas dans ta prochain vidéo 🗿✨✨",4
Il boit la meilleure boisson du monde 😭,5
L’outro est sur mesure ! Envoie le chocolat maintenant !,3
Hé Math ! Le retour de nord VPN 🤣🤣🤣🤣,4
Mdr toi ta vu what if de Marvel,3
"Vue que tu t’es mis au série, tu pourrais faire the walking dead stp, c’est ma série préférée",5
Je suis mort 🤣🤣🤣🤣🤣,1
J'attends mon chocolat ! :),5
"Après des tonnes de vidéos je me poil toujours autant lol ... a quand un ""MATH"" en film??? a faire des parodies non stop dans une histoire a toi !! et aux gens de deviner quelles passages de film divers se font a l'intérieur  ;) ce serait ouff ... bonne idée non?? zoubi a toi et bravo pour tes vidéos et t'as bien fait de démissionner de ton ancien taff ahahah",2
What If version squid game,1
"Salut math, je suis responsable poker du grand casino de Namur... Joues tu au poker?",5
"""Non, non, non, non, Non il faut êtes un carré pour être a ce poste, allez HOP !"" Mais ce moment ma terminer xD",1
L'épisode a refait ma journée xD,3
Tu peux faire dragon 2,5
Moi non plus au début je n'avais pas compris l'histoire des vitres qui explosent mais c'est juste ce qui se passerais si tout le monde n'avait pas eu le temps de traverser avant la fin du chronomètre . Les vitres exposeraient et ils tomberaient tous.,3
Tu m’as terminé 😂😂,5
Fait the walking dead je t’en supplie !,5
Peut tu faire un souillage sur la saga winx stp stp stp stp ???,3
A quand les faits réels 5# ??,3
Achaque fois que je regarde un film je me dis :je suis sur qu il v faire l'allusion a ça et y trouver qq chose de drôle 😂,1
Ou on trouve le sondage ?,3
Alors j'ai pas vu la série (mais ça a tellement tourné que je la connais quasiment par cœur mdr) mais Ali c'est pas censé être un indien et non un pakistanais ?,3
Tu pourrai proposer le film vendredi 13 de 2017 ? Sa me manque que tu fasse sa mais avec des films d'horreur,1
merkiiiiiiiiiiiii math,3
Ce serai trop bien que tu fasse la même chose avec d’autre série tu me tu de rire à chaque fois 😂😂,5
imaginez les vitres auraient explosées sur les 3 derniers joueurs en les tuants tous... ils auraient fait comment mdrr,1
franck dubosc ?,1
J'AI ADORER CETTE ÉPISODE POUR LE PROCHAIN TU POURRA FAIRE INTERSTELLAR,5
"Honnêtement j'ai adoré ! Une série ? Mais c'est incroyable, c'est un mss (maths se fait des séries) ça l'auraitété encore plus si tu l'avais souillé mais jai quand meme adoré",5
"Sur les astuces du vieux avec le tire à la corde, ce qui m'avait fait vachement rire c'est qu'il parlait très lentement en donnant de longues instructions alors qu'ils étaient cessés être dans un ascenseur qui monte. Donc soit l'ascenseur était très lent soit ils les ont fait monter au haut de la tour eiffel !",2
2:00 La comparaison est juste géniale 👌🏽🤣,5
"Pareil, je ne peux plus regarder la nonne sans voir une bonne sœur en overboard 😂",3
😂😂,5
Baby boss 2,5
Ça suce nord vpn,5
Omg j’adore ta vidéo ? Elle est hyper marrante !!! Est ce que tu pourrais faire une vidéo sur My Name ??,3
j'adore,5
il fo achter dabore ??? pour gagné mes 4moi gratos ????,1
Mat a fait exprès de jouer tous les personnages car ils se ressemblent tous,5
"9:58 là aussi ça aurait grave pu finir autrement. Sae-byok voulait pas qu'il tue l'autre trou d'cul, ok. MAIS PQ IL LUI A PAS PRIS SON COUTEAU?? J'suis désolée mais c'est sa faute, il a merdé.",1
Pour moi la meilleur version son c'est  elle,5
https://youtu.be/DgpuVjvJ2zA,1
"2:45 En observant bien, on peut voir que la caméra de la fille ne compte pas le vieux comme un participant donc il aurait pas été tué s'il s'était cassé la gueule. Par contre tout le monde aurait compris qu'il était louche",2
enfin une serie !!!!!!!!!,5
Ça me fait toujours tellement rire tes épisodes ! Merci 🙏  j’espère que tu vas continuer de nous régaler avec les séries !,5
Bonne entrée en matière pour tes parodies de série,4
A quand une souille pour un anime ? On pourrait commencé doucement... part One Piece 😈,3
c tout simplement super com dab et ta fin est tellement meilleur que la leur !!!!!,5
La série shadowhunter ou teen Wolf math stp tu peux les avoirs sur Netflix fait une vidéo dessus 🙏❤️📼,5
👌👌👌👌👌👌👌👌👌👌,5
Je voudrais la version complète du thème squid game version MATH.,3
Prochain MSF : La bataille de L'escaut stppp,3
Un épisode parodie serais top !,5
Salut mec j'adore se que tu fais franchement mai toi qui a de la visibilité avec d'autre youtubeur faites une vidéo sensibilisation svp. Je suis dans l'animation et j'ai des enfants qui se tabasse des qu'ils perdent un jeux il parle que de cette série et qui joue à des jeux similaires j'ai du appelé les pompiers y'a 2 jour j'ai un gosse de 9 ans qui fini l'arrière de la tête en sang,5
"Merde Math, spoil à mort si on veut te voir avant la série lol !",1
https://www.youtube.com/channel/UCvTVmB4zMGtMi3fjGSW_qXQ?sub_confirmation=1,1
Ennnnnnnnfffffffffiiiiiiiiiiiinnnnnnnnnnnnnnnnnnnn une série🤣😂🤌,1
Tu peux faire stpp,3
yéti&compagnie,5
"Salut , j'adore ce que tu fais, si tu pouvais faire My Hero Academia comme série, se serait super!",5
Y a que moi qui jouerais pour perdre avec le monsieur du métro ? 👀,2
Ali nous manque à tous 🥺,5
FAITS REEEEEEEEL STPPPPPP,3
FAITS REEL,4
J'adore quand ta dis ta pété ou je rêve,5
Si vous aimez SQUID GAME rejoigner mon serveur SQUID GAME et tenté de gagné un jeu MINECRAFT 😱 : https://discord.gg/qEywgaSp 😁,1
Si vous aimez SQUID GAME rejoigner mon serveur SQUID GAME et tenté de gagné un jeu MINECRAFT 😱 : https://discord.gg/qEywgaSp 😁,1
Si vous aimez SQUID GAME rejoigner mon serveur SQUID GAME et tenté de gagné un jeu MINECRAFT 😱 : https://discord.gg/qEywgaSp 😁,1
Si vous aimez SQUID GAME rejoigner mon serveur SQUID GAME et tenté de gagné un jeu MINECRAFT 😱 : https://discord.gg/qEywgaSp 😁,1
SQUID GAME MOVIE MUSIC https://youtu.be/v8k2ZmF1IIw,4
"Après des films, les séries...et peut être plus tard... des animés ??????",3
"Même toi Math tu est tombé dans le SUR-Buzz de cette série de qualité générique... déçu... déçu, déçu, déçu...🤦",2
J'espère qu'il y auras auras plus de séries . ❤❤,3
