Comment,Number
"Quand t'as dis que les 3% allaient aux goulag, je regardais ton chapeau et comme par hasard il ressemblait au drapeau de la Russie XD",2
Tu joue avec un casque marshal aille. Pas mainte'at Zidane pas avec tous ce que tu as fais.,2
Trop bien ! Tu devrai faire des vidéo gaming plus souvent 👍,5
"Slt djilsi je t'avoue que j'ai bien aimer la vidéo🤜""🤛",3
"Salut Djilsi,",5
"Je vais reprendre les vidéos YouTube et j’aimerais des conseil ! Je sais seulement que ma bannière est à recadré mais je ne sais pas pour la résolution ;( Je vais commencer a sortir des gameplays fortnite, deathrun,...) donc n’hésitez pas à me soutenir en vous abonnant ! Merci :)",5
LIEN ALLANT VERS MA CHAINE : https://www.youtube.com/channel/UCXbMSqYDD6oG3zFUs53FftA,5
La team pas notif,1
la vidéo tant attendue,5
TROP BIEN ‼🔥 COMME D'HABITUDE 😂💪🔥,5
Trop bien,5
Sidjil qui joue a un jeu vidéo? Eh ba sympa nouveau format de vidéo!,1
C'était senser sortir avant fin avril 💀🤣,1
Tu peut fair le pire mec confiné en cache la cam stp sa a l'air bien,3
Pas first,3
Joli chapeau Dilji,3
Tu peux mettre des sous titres psk mon frère est sourd et du coup il ne peux pas entendre tes vidéo,1
On l'a enfin cette vidéo gaming 😅,5
Le seul placement de produit que je regarde en entier sur YouTube ! No joke 😂,5
J ai jamais vu un mec autant nul,1
T'es ke meilleurs,3
t beau t musclé je t'aime,2
c’est la meilleure op NORDVPN de toutes !😂,5
Déjà le début c’est pire que drole,1
😂❤❤,5
Fait des lives stp...,4
Excellente la vidéo 😂🔥 il vient d'où ton costume ( juste le haut 😂) stp il est grave stylé,5
Partie 2 c'était trop bien😂😂😂😂,2
Ya pas un pro qui peut me dire si ce ontage est cool ?,3
https://www.youtube.com/watch?v=BTUbA4_RJuA,5
TAH LES FOUS🔥,5
T'es chié 🤯🤣🤣,1
Ton déguisement 😭😭,1
Mais qu'est ce qui ce passe djilsi fait du GAMING est bas dit donc il a évolué le petit,3
Djilsi c'est le seul mec avec qui je passe pas les sponsor parce que je sais que ça va être drôle,3
Salut toi ça va gros🥂,5
Toujours aussi marrante tes vidéo,5
Le best,5
0:10 WAAAA la degaine du debut 😂,1
Refait en une c'était énorme 💪😂,2
On dirait ta vidéo dure 30 sec,1
Like pour qu'il voit mon commentaire et qu'il repond,4
😂😂tu est un génie mec,5
👨🏿‍🎓👨🏿‍🎓⚰👨🏿‍🎓👨🏿‍🎓,5
La Notif qui fait plaise,4
Djisli gaming 😂,5
G faillit te voir,2
Djilsi est devenu streamer...,5
j'aime bien ton chapeau.,4
7 vues 100 like comment fait tu djilsi,5
Dès le début de l'intro on sait que ça va être drôle 😂,3
Ou tu a acheter ta pelluche Requin géante stp stp stp ou un lien vers le site pour commander,5
"J'espere vous avez fait top 1 car moi j'ai jamais reussi, que des top 2 c'est chié",1
Nordvpn mdr tout le monde connais jilsi,5
Tu est trop drôle 😂 continue comme sa t’es le sang 🩸,5
First mdr lol,5
Team notification fifou la ou quoi,1
Salut,5
Des que j'ai vue la notification j'ai direct cliquer 😂,1
"j'ai une question qui me turlupine (tu m'avais pas répondu la dernière fois) est ce que ton arrière arrière arrière arrière grand père c'est Cyrano. On est bien d'accord, c'est bien lui",2
Heuuuuuuhhhhh j ai une petite teub,3
Super vidéo le djlisi,5
Cc👍😂,5
Mais deja on commence la vidéo ta vu ça tenue ptn 😂,3
Avec un chien la,5
Tu est le Best continu,5
Le sexe,4
Je crois que t’es le plus drôle des YouTuber 🤙,1
Hey 👋🏽 la team notif est la,5
non mais t un grand malade mais t trop fort mon pote je te kiffe,2
J'ai foncé sur la notif.,3
épingle mon commentaire,3
👌🏼😂,5
Bg oncle sam,5
Prems,5
Super ta vidéo je t'adore 👌👌✌,5
C quoi se costume😂😂,3
Une minute d’avance tah le fou,1
Vrm un fou lui,5
1 minute d'avance ... gg,1
🤣🤣🤣🤣🤣 j'suis mort tu me fais trop rire,1
Hey ✌️,5
1comm,5
Je suis la 7eme vue,5
G liker dès le début 😂,5
Wesh frérot super video,5
Quelle beau gosse,5
Le sexe,4
😁,5
Tes beau mon chou 🍆,5
Ah ah 😂😂,5
jilsi t chier,3
Oula la boulette,3
Hey ho la,5
Super vidéo mec,5
Tu gere le sang 😍,5
trop fort,2
Un génie.,5
Premiè❤❤❤,5
Warzone best jeux et first,5
FIRST,5
Forst,3
Oui,3
vélo,5
"Cette vidéo est sponsorisée par NordVPN : -70 % sur NordVPN à 3,10€/mois, un mois supplémentaire gratuit sur : https://nordvpn.com/djilsivpn ou avec le code promo « djilsiVPN »",1
vous êtes chauds êtes chauds pour d’autres vidéos dans ce style ?,2
on est d’accord benji est éclaté ?,1
